word	k	p	sqrt_kp	sum	DF	DFtoWF	cluster
vana	0.259250079221791	0.702266337129493	0.748591084532657	112	89	0.794642857142857	4
ūrdhva	0.286009449667835	0.788870574182207	0.839117505543689	78	67	0.858974358974359	4
nīcīna	0.560891718175087	0.991299632452202	1.1389795787534	5	5	1	2
upari	1.23230193135663	0.991291827706472	1.58152696395063	11	11	1	1
budhna	0.215615987669816	0.886962590702339	0.912794002743355	28	26	0.928571428571429	4
nidhā	0.0898337202949541	0.685488601075806	0.691349925513049	42	34	0.80952380952381	7
pathin	0.811463142083823	0.839572831649645	1.16762792472806	158	135	0.854430379746835	2
anvi	0.447566971903611	0.991268277703623	1.08762539172294	4	4	1	2
pad	0.173564722245592	0.793595282066129	0.812353484959478	46	40	0.869565217391304	6
pāda	0.0551731926562604	0.778450773336334	0.780403541570527	16	14	0.875	6
śata	0.24609701347187	0.560044721498742	0.611730193891373	197	137	0.695431472081218	5
bhiṣaj	0.0346683977784924	0.730990809076404	0.731812449168982	13	11	0.846153846153846	6
gabhīra	0.329410890840042	0.935876159946308	0.992157105381944	23	22	0.956521739130435	4
bādh	0.982352075134781	0.939020324398702	1.35896091524203	65	61	0.938461538461538	1
dūra	0.0870490867548549	0.787049860341478	0.791849118310044	24	21	0.875	6
nirṛti	0.0583232398672176	0.712338126639335	0.714721768923157	24	20	0.833333333333333	6
parācais	0.650956973112464	0.991033494203728	1.18570332186319	6	6	1	2
enas	0.0823421085290236	0.730215203762982	0.73484315785317	31	26	0.838709677419355	6
muc	0.155952768249486	0.659633186642324	0.677817974713407	82	64	0.780487804878049	7
ṛkṣa	0.447566971173872	0.991268277688318	1.0876253914087	4	4	1	2
uccā	1.23230243659521	0.991291831443019	1.58152735996699	11	11	1	1
nakta	0.115860434209086	0.766326530103699	0.775035477224039	36	31	0.861111111111111	6
kuha	0.0120393704195222	0.40534464418371	0.405523398842184	18	11	0.611111111111111	8
divā	0.0563606205263205	0.741734951020018	0.74387314584597	20	17	0.85	6
adabdha	0.0962131581104392	0.666758423981036	0.673664432594789	49	39	0.795918367346939	7
candramas	0.783037309302086	0.991265620660177	1.26323194958878	7	7	1	2
vand	0.841254596334874	0.951172457766057	1.26981823119188	44	42	0.954545454545455	2
śās	0.054857464165378	0.513309772268704	0.516232761146757	53	37	0.69811320754717	7
yajamāna	0.0329433334073278	0.677218745784567	0.678019537224414	16	13	0.8125	7
hīḍ	0.113189590023655	0.884914015331379	0.892123700962836	15	14	0.933333333333333	6
muṣ	1.11832279090495	0.991272487823255	1.49441192774039	10	10	1	1
ah	0.116846846713286	0.619922159179602	0.630838068785277	73	56	0.767123287671233	7
keta	1.7552355812767	0.991136460303169	2.01573892871127	16	16	1	1
hṛd	2.51496722596283	0.974139331594674	2.69703681566027	68	65	0.955882352941177	9
cakṣ	0.485918582009372	0.891921656302011	1.01569735124323	60	55	0.916666666666667	2
grah	0.207195863653104	0.753687147469357	0.781648541337763	69	58	0.840579710144927	4
bandh	0.0435107860616684	0.711255690231473	0.712585324989473	18	15	0.833333333333333	6
pāśa	0.055611235432842	0.837429619076941	0.839274077053329	11	10	0.909090909090909	6
heḍas	0.0272300974665198	0.776207339074674	0.776684821173571	8	7	0.875	6
kṣi	0.417500467346991	0.836754715749507	0.935128384000825	83	73	0.879518072289157	4
asura	0.127363598035648	0.569766993610688	0.583828667600991	98	72	0.73469387755102	7
śrath	0.200072495861707	0.914746435319736	0.936370676885226	19	18	0.947368421052632	4
uttama	0.198461422508835	0.838328852747999	0.861499971894374	39	35	0.897435897435897	4
adhama	0.558872586664723	0.991271052328219	1.13796171609998	5	5	1	2
madhyama	0.258253341848679	0.926094219275941	0.961428776120376	21	20	0.952380952380952	4
anāgas	0.227770642702784	0.92066426756398	0.948420876639881	20	19	0.95	4
mī	0.708361181364094	0.915059459375557	1.15719893598993	67	62	0.925373134328358	2
radh	1.90686257635576	0.99129453884602	2.14913697745213	17	17	1	1
hṛ	0.0561076683242931	0.781310536840923	0.78332255516067	16	14	0.875	6
mṛḍīka	0.0317946560262633	0.536414315519496	0.537355764876564	28	20	0.714285714285714	7
rathī	500.426510420783	0.9999	500.427509367673	51	49	0.96078431372549	10
parā	0.0821485603897722	0.562911261065084	0.568873864585108	65	47	0.723076923076923	7
pat	0.267752989492435	0.800491494020786	0.84408429400254	68	59	0.867647058823529	4
vasyas	0.0543408949488949	0.568665057098076	0.571255529538406	42	31	0.738095238095238	7
iṣṭi	0.600822558649965	0.938671175110444	1.11449150825204	40	38	0.95	2
vasati	1.23230136167309	0.99129182349297	1.58152651742086	11	11	1	1
kadā	0.0428782180523372	0.53486434630508	0.536580292716481	38	27	0.710526315789474	7
ven	1.75523558160141	0.991136460305292	2.01573892899506	16	16	1	1
yu	0.18152387166969	0.692851697092843	0.716236266989034	82	66	0.804878048780488	6
antarikṣa	0.818892221459503	0.892029988758335	1.21090956359716	101	91	0.900990099009901	2
nau	0.600822558594556	0.938671175105622	1.11449150821811	40	38	0.95	2
samudriya	0.991335048727848	0.991134265281633	1.40181750261994	9	9	1	1
mās	0.0240777567294654	0.636698356914568	0.637153463513174	14	11	0.785714285714286	7
dvādaśan	0.00537699614282876	0.477491212144338	0.477521486178987	6	4	0.666666666666667	7
prajāvat	0.173193916942599	0.826683808588419	0.84463142982497	37	33	0.891891891891892	4
vartani	0.149946535124815	0.835880556028172	0.849223331840278	30	27	0.9	6
ṛṣva	0.156924808682976	0.754607775149179	0.770751769310835	52	44	0.846153846153846	6
pastyā	1.39288951446136	0.990949327623007	1.70942147213989	13	13	1	1
sāmrājya	0.00930417306327935	0.654982583993806	0.655048664582713	5	4	0.8	7
viśvāhā	0.0329433334073278	0.677218745784567	0.678019537224414	16	13	0.8125	7
patha	0.895909162221857	0.99127622151606	1.33614436880759	8	8	1	2
drāpi	0.560893704170497	0.99129963617078	1.13898055999671	5	5	1	2
vas	0.168189312496449	0.5332689385482	0.559163129737961	150	103	0.686666666666667	7
nirṇij	0.0795774893942536	0.686693479072955	0.691289021335947	37	30	0.810810810810811	7
spaś	0.0964106617476169	0.875267722802832	0.88056152668571	14	13	0.928571428571429	6
dips	0.0109569846634214	0.582839411339253	0.582942394172187	8	6	0.75	7
abhimāti	1.68122325046354	0.991286182796112	1.95170692320893	15	15	1	1
mānuṣa	0.694632586033415	0.852980181531222	1.10004073545688	122	106	0.868852459016393	2
asāmi	0.0105002051620662	0.472101602959775	0.472218358204798	12	8	0.666666666666667	7
udara	1.11832279186503	0.991272487827949	1.49441192846196	10	10	1	1
gavyūti	1.39288969075351	0.990949328442924	1.70942161626349	13	13	1	1
ābhṛ	2.79572017976669	0.991262896224524	2.96625242570252	25	25	1	9
kṣad	0.447566977452024	0.991268277820012	1.08762539411223	4	4	1	2
kṣam	0.064226092509514	0.723613456227335	0.726458137123062	25	21	0.84	6
etad	0.28607279142479	0.460876676518776	0.542443502083456	341	205	0.601173020527859	5
kan	0.137846705525064	0.753306367250627	0.765814727701453	46	39	0.847826086956522	6
yāman	0.354358637318339	0.837619937043663	0.909492827225779	70	62	0.885714285714286	4
jīv	0.0862811742329697	0.567525847936674	0.574047061749523	67	49	0.73134328358209	7
vastra	0.152326315511785	0.901286344249632	0.914068039441409	17	16	0.941176470588235	4
ūrj	0.321480127951034	0.819813083848728	0.880592394423762	72	63	0.875	4
