word	k	p	sqrt_kp	sum	DF	DFtoWF	cluster
barhay	0.558872607888995	0.991271052659952	1.13796172681256	5	5	1	2
namuci	0.0353824174252736	0.80027437991648	0.801056176939897	9	8	0.888888888888889	6
nāma	1.33204155889629	0.991206479323751	1.66036893468899	12	12	1	1
tejiṣṭha	0.783037309302527	0.991265620660182	1.26323194958905	7	7	1	2
anānuda	0.447566977620886	0.991268277823562	1.08762539418496	4	4	1	2
dvis	0.783037306582723	0.991265620628705	1.26323194787843	7	7	1	2
ṣaṣṭi	0.0287842674780324	0.709632383524716	0.710215920548967	12	10	0.833333333333333	7
tūrvayāṇa	0.447566971069921	0.991268277686154	1.08762539136395	4	4	1	2
gopa	0.0233154208481851	0.683531534016962	0.683929065652945	11	9	0.818181818181818	7
śivatama	0.447566978701408	0.9912682778462	1.08762539465023	4	4	1	2
drāghīyas	0.0142394660339213	0.70744799616592	0.707591287165202	6	5	0.833333333333333	7
pratara	0.447566978701096	0.991268277846194	1.0876253946501	4	4	1	2
nadī	0.35372510325727	0.84523228171711	0.916263640406558	66	59	0.893939393939394	4
roro	0.29198626300412	0.931144666458251	0.975851611494677	22	21	0.954545454545455	4
kṣoṇī	1.39288951446136	0.990949327623007	1.70942147213989	13	13	1	1
śākina	0.558873051575637	0.991271059593954	1.13796195075494	5	5	1	2
gabhasti	4.24940978303566	0.991262713313398	4.36349461681398	38	38	1	9
aśani	0.0411508042633936	0.749712972232129	0.750841480889713	14	12	0.857142857142857	6
prācīna	0.0556112354324508	0.837429619075869	0.839274077052233	11	10	0.909090909090909	6
vayya	0.560893817622703	0.991299636345013	1.13898061601817	5	5	1	2
etaśa	2.79572017717099	0.99126289621609	2.96625242325324	25	25	1	9
kṛtvya	1.56558615901298	0.991262790820866	1.8530142853629	14	14	1	1
dambhay	0.0142394660339213	0.70744799616592	0.707591287165202	6	5	0.833333333333333	7
sat	0.0835720715818083	0.708708373920311	0.713618841128264	35	29	0.828571428571429	6
śvi	0.0920140019783038	0.824193293462896	0.829313668975303	20	18	0.9	6
upara	0.105549992578939	0.805324511600572	0.812212022761369	26	23	0.884615384615385	6
asama	0.0449050490596036	0.820652055558757	0.821879711225346	10	9	0.9	6
manīṣā	0.635362740031556	0.908760283853428	1.10884221823024	65	60	0.923076923076923	2
nema	0.0187544506265939	0.656681492513807	0.656949246158686	10	8	0.8	7
sthavira	1.90686257635576	0.99129453884602	2.14913697745213	17	17	1	1
bahula	0.22777064270827	0.920664267565943	0.948420876643104	20	19	0.95	4
deya	0.991324409296659	0.991134167452906	1.40180990949555	9	9	1	1
jaṭhara	0.307494326834395	0.907333559294684	0.958022415634257	32	30	0.9375	4
śevṛdha	0.560893704473587	0.991299636175762	1.1389805601503	5	5	1	2
apatya	0.32941118247218	0.935874458009987	0.992155596815947	23	22	0.956521739130435	4
variman	0.895909166126017	0.991276221549856	1.33614437145047	8	8	1	2
prath	0.634938005590384	0.928259849855821	1.12463888417458	50	47	0.94	2
mahan	3.91353235257986	0.991262265137926	4.03711980909356	35	35	1	9
tuviṣmat	0.0813040468395312	0.864369003455779	0.868184382586799	13	12	0.923076923076923	6
tij	0.447566981569004	0.991268277906381	1.08762539588512	4	4	1	2
viśri	0.447566971055712	0.991268277685864	1.08762539135784	4	4	1	2
varīman	0.0142394660338732	0.707447996165197	0.707591287164478	6	5	0.833333333333333	7
yudhma	0.0353824174251931	0.800274379916108	0.801056176939521	9	8	0.888888888888889	6
panasy	0.447566970438611	0.99126827767289	1.08762539109207	4	4	1	2
purodhā	0.447566971055712	0.991268277685864	1.08762539135784	4	4	1	2
prabrū	0.560893750566182	0.991299636241049	1.13898058290554	5	5	1	2
indriya	0.226416009337442	0.849106179083915	0.878775006837802	41	37	0.902439024390244	4
haryata	0.0326817382323452	0.454315268957738	0.455489253025831	40	26	0.65	7
kṣema	0.227770642702784	0.92066426756398	0.948420876639881	20	19	0.95	4
samitha	1.90686643753639	0.991294557689589	2.1491404120503	17	17	1	1
śraddhā	0.00776666777553396	0.247862677691774	0.247984330393821	24	11	0.458333333333333	8
tviṣīmat	0.558872607888995	0.991271052659952	1.13796172681256	5	5	1	2
kṛtrima	0.447566971055712	0.991268277685864	1.08762539135784	4	4	1	2
kṣmā	0.560893626271365	0.991299636048099	1.13898052152832	5	5	1	2
vandana	0.0556112354324197	0.837429619075789	0.839274077052152	11	10	0.909090909090909	6
sārathi	0.991327376925504	0.991134194739942	1.40181202742193	9	9	1	1
bhūrṇi	1.56558615900918	0.991262790820845	1.85301428535968	14	14	1	1
avata	0.0276595397924318	0.584936568594246	0.585590163356882	20	15	0.75	7
kartṛ	0.65095758200613	0.991033502724748	1.18570366327095	6	6	1	2
āvṛt	1.68122325347557	0.991286182811531	1.95170692581136	15	15	1	1
ṛbhvas	0.783037347736387	0.991265621104277	1.26323197376146	7	7	1	2
gūrti	0.560891718175087	0.991299632452202	1.1389795787534	5	5	1	2
parīṇas	1.56558615896864	0.991262790820622	1.85301428532531	14	14	1	1
saniṣyu	0.650956971993845	0.99103349418817	1.18570332123605	6	6	1	2
vena	0.0557115548855229	0.739508250744389	0.741603822985553	20	17	0.85	6
tejas	0.558873051575637	0.991271059593954	1.13796195075494	5	5	1	2
turvaṇi	0.035382417425235	0.8002743799163	0.801056176939715	9	8	0.888888888888889	6
bhṛṣṭi	1.11832279114222	0.991272487824998	1.4944119279191	10	10	1	1
dudhra	0.783037314990935	0.991265620725876	1.26323195316667	7	7	1	2
rāmay	0.44756696956003	0.991268277654495	1.08762539071376	4	4	1	2
dāman	0.0483039553417611	0.766424373331073	0.767945044998395	15	13	0.866666666666667	6
sthāpay	0.560891714522728	0.99129963244414	1.13897957694778	5	5	1	2
mīḍha	0.783037309302527	0.991265620660182	1.26323194958905	7	7	1	2
harṣay	0.560891718358828	0.991299632455685	1.13897957884691	5	5	1	2
māhina	0.131776419861432	0.893529523007666	0.903194349693245	16	15	0.9375	6
samayā	0.991330462811078	0.991134223114432	1.40181422974868	9	9	1	1
ruj	0.257584646551658	0.876449682047325	0.913517320744385	37	34	0.918918918918919	4
apāvṛ	0.783037306375756	0.991265620626272	1.26323194774823	7	7	1	2
saṃśā	0.650956972226079	0.991033494191311	1.18570332136618	6	6	1	2
śnath	1.90686643753639	0.991294557689589	2.1491404120503	17	17	1	1
uṣa	0.0145415767314091	0.622131776067819	0.62230169873393	9	7	0.777777777777778	7
prabhūvasu	0.558946331965407	0.991272203313742	1.13799893808389	5	5	1	2
hary	0.0287467966064924	0.485945136894606	0.486794673745156	31	21	0.67741935483871	7
parvaśas	0.00930417306327879	0.654982583993794	0.6550486645827	5	4	0.8	7
nivṛ	0.447566982396642	0.991268277923704	1.08762539624149	4	4	1	2
satrā	0.0533707930103046	0.582373667107797	0.584814098399767	39	29	0.743589743589744	7
tud	0.027230097466523	0.776207339074713	0.77668482117361	8	7	0.875	6
sādhiṣṭha	0.447566970396208	0.991268277672019	1.08762539107382	4	4	1	2
ajara	0.155896188794706	0.682212868288408	0.699798556256735	74	59	0.797297297297297	7
tṛṣu	0.0164402544128238	0.582657359266261	0.582889252150262	12	9	0.75	7
atasa	0.035382417425235	0.8002743799163	0.801056176939715	9	8	0.888888888888889	6
stanay	0.102964258263041	0.833222168755367	0.839559897199155	21	19	0.904761904761905	6
krāṇā	0.447566971241861	0.991268277689758	1.08762539143799	4	4	1	2
niṣad	0.350498260430533	0.881524134829008	0.948648423205805	48	44	0.916666666666667	4
vṛthā	0.416640843056605	0.944384062081831	1.03220678588018	25	24	0.96	2
tuviṣvaṇi	0.895875440892178	0.991275925050086	1.33612153832563	8	8	1	2
eman	0.447566975975597	0.991268277789051	1.08762539347645	4	4	1	2
pājas	0.830554562842393	0.964657064777996	1.27294309946848	31	30	0.967741935483871	2
bhṛgu	0.0960166716736411	0.796483786445585	0.802250349523127	25	22	0.88	6
arati	0.0580869379097673	0.663643697433469	0.666180943512271	30	24	0.8	7
acchidra	1.33204161165479	0.991206480127504	1.66036897749466	12	12	1	1
uruṣy	0.0613931466520178	0.634766913418623	0.637728902298493	36	28	0.777777777777778	7
vayā	0.200072495861437	0.914746435319632	0.936370676885067	19	18	0.947368421052632	4
vaiśvānara	0.0104530466925299	0.148660956782588	0.149028004940919	61	20	0.327868852459016	8
sthūṇā	0.00789751343386694	0.53567725909277	0.535735472623925	7	5	0.714285714285714	7
oṣadhī	0.0926838169376717	0.603694729213506	0.6107680541763	62	47	0.758064516129032	7
manuṣya	0.132074050620174	0.854044942312337	0.864196921040861	23	21	0.91304347826087	6
nṛtama	0.226416009337241	0.849106179083793	0.878775006837632	41	37	0.902439024390244	4
yahvī	0.0145415767314073	0.622131776067818	0.622301698733929	9	7	0.777777777777778	7
ric	0.102004598782522	0.717128783208763	0.724347036909287	41	34	0.829268292682927	6
varivas	0.421141801903426	0.907001489852958	1.00000605993461	44	41	0.931818181818182	4
pūru	0.258253341848679	0.926094219275941	0.961428776120376	21	20	0.952380952380952	4
mahiman	0.135475058032965	0.711412387048714	0.724196848788632	56	46	0.821428571428571	6
bharadvāja	0.0945639053742336	0.828119009049324	0.833500705067765	20	18	0.9	6
vibhāvan	0.0786084832606439	0.776914380587736	0.780881071869823	23	20	0.869565217391304	6
śāsus	0.00930417306328278	0.654982583993883	0.65504866458279	5	4	0.8	7
uśij	0.0759497358803762	0.720646376344028	0.72463753844117	30	25	0.833333333333333	6
vedhas	0.186696137873871	0.742432365192056	0.765546383168054	66	55	0.833333333333333	6
kīrti	0.783037306375756	0.991265620626272	1.26323194774823	7	7	1	2
prayasvat	1.90686643753639	0.991294557689589	2.1491404120503	17	17	1	1
damūnas	0.416640843057756	0.944384062081972	1.03220678588078	25	24	0.96	2
gotama	0.0439200620402118	0.713174896304474	0.714525999924785	18	15	0.833333333333333	6
marjay	1.90686643753639	0.991294557689589	2.1491404120503	17	17	1	1
ṛcīṣama	0.895891337837353	0.991276065407363	1.33613230148122	8	8	1	2
adhrigu	0.0476122168637647	0.763833821005005	0.765316293636683	15	13	0.866666666666667	6
āṅgūṣa	0.0813040468395312	0.864369003455779	0.868184382586799	13	12	0.923076923076923	6
svarṣā	1.23230122140781	0.991291822455579	1.58152640747806	11	11	1	1
acchokti	0.00930417306328278	0.654982583993883	0.65504866458279	5	4	0.8	7
taṣṭṛ	0.783037304830474	0.991265620608475	1.26323194677639	7	7	1	2
viśvaminva	0.0813040468394205	0.86436900345561	0.86818438258662	13	12	0.923076923076923	6
śravasya	0.0813040468395312	0.864369003455779	0.868184382586799	13	12	0.923076923076923	6
añj	0.237126070761485	0.722081416937535	0.760019964291267	93	76	0.817204301075269	4
gur	0.0257556231655582	0.60689280532641	0.607439074542959	17	13	0.764705882352941	7
apastama	0.783037306582723	0.991265620628705	1.26323194787843	7	7	1	2
raṇa	0.0823421085290236	0.730215203762982	0.73484315785317	31	26	0.838709677419355	6
marman	0.0201793471105278	0.746037264534512	0.746310127308979	7	6	0.857142857142857	6
pitu	0.0164820439789246	0.433011538860521	0.433325109542569	22	14	0.636363636363636	8
anna	0.0978355024580387	0.624280906593082	0.631900653487475	60	46	0.766666666666667	7
muṣāy	0.0449050490596517	0.820652055558933	0.821879711225525	10	9	0.9	6
sahīyas	0.0353824174252438	0.800274379916312	0.801056176939727	9	8	0.888888888888889	6
vyadh	0.0140819580111411	0.430276750057942	0.430507123264938	19	12	0.631578947368421	8
varāha	0.783037317655234	0.991265620756616	1.2632319548423	7	7	1	2
ve	0.015696301360881	0.533244310914254	0.533475274964856	14	10	0.714285714285714	7
amatra	0.783037314990935	0.991265620725876	1.26323195316667	7	7	1	2
vakṣ	0.103092431779442	0.71438029003827	0.721780609524363	42	35	0.833333333333333	6
sacetas	0.895893994592946	0.991276088765457	1.33613410019573	8	8	1	2
ram	0.236176621300175	0.892456027048619	0.923177749225018	29	27	0.931034482758621	4
īśāna	0.0342559881295582	0.728616212398274	0.729421042808842	13	11	0.846153846153846	6
daśasy	3.4666316066592	0.991262734088427	3.60557020515217	31	31	1	9
gādha	1.11832279204668	0.991272487828912	1.49441192859854	10	10	1	1
rad	2.34839156108794	0.991262861469731	2.54902824321705	21	21	1	9
dṛh	2.34839156108794	0.991262861469731	2.54902824321705	21	21	1	9
janus	1.29945152390582	0.974290334534048	1.62413543737819	35	34	0.971428571428571	1
oṇi	0.447566969085276	0.99126827764451	1.08762539050929	4	4	1	2
nodhas	0.447566980388722	0.991268277881625	1.08762539537686	4	4	1	2
suṣvi	0.00549385404542085	0.337142726925599	0.337187486053533	11	6	0.545454545454545	8
śavasāna	0.0145415767313995	0.62213177606762	0.622301698733731	9	7	0.777777777777778	7
sāman	0.157581243046129	0.81686262794573	0.831923314431305	36	32	0.888888888888889	6
jña	1.33204155889629	0.991206479323751	1.66036893468899	12	12	1	1
saramā	0.00548166926357001	0.336692672780087	0.336737293155531	11	6	0.545454545454545	8
dhāsi	0.0645631712092094	0.794658536302244	0.797276985993334	17	15	0.882352941176471	6
vāś	0.25825334184963	0.926094219276057	0.961428776120744	21	20	0.952380952380952	4
suṣṭubh	0.447566971136392	0.991268277687556	1.08762539139258	4	4	1	2
stubh	1.75523558127571	0.991136460303139	2.01573892871039	16	16	1	1
saraṇyu	0.00547943197032014	0.581666061497116	0.581691869697596	4	3	0.75	7
phaliga	0.447566974018086	0.991268277747973	1.08762539263348	4	4	1	2
rava	0.0476122168637647	0.763833821005005	0.765316293636683	15	13	0.866666666666667	6
daśagva	0.783037306449875	0.991265620627245	1.26323194779494	7	7	1	2
prathay	1.33204156297642	0.991206479386577	1.6603689379998	12	12	1	1
stabhāy	0.991327376925504	0.991134194739942	1.40181202742193	9	9	1	1
upahvara	0.558872278222844	0.991271047507678	1.13796156041975	5	5	1	2
ayāsya	0.650956201601516	0.991033483406721	1.1857028892757	6	6	1	2
bhūman	0.150364524529026	0.814047272711035	0.827817886038418	35	31	0.885714285714286	6
yuvatī	0.560893817622703	0.991299636345013	1.13898061601817	5	5	1	2
vapus	0.125534882265167	0.757279193625047	0.767613694355912	41	35	0.853658536585366	6
sanemi	0.783037306582723	0.991265620628705	1.26323194787843	7	7	1	2
āma	1.23230243886312	0.991291831459735	1.58152736174458	11	11	1	1
jani	0.467768953298325	0.948268730779514	1.05736530085113	26	25	0.961538461538462	2
duvasy	0.106166316473623	0.837438986757131	0.84414177914281	21	19	0.904761904761905	6
svasṛ	0.168867637986894	0.751173610730725	0.769920822304156	57	48	0.842105263157895	6
drā	0.447566978701408	0.9912682778462	1.08762539465023	4	4	1	2
dyumat	1.04389841102365	0.949134214304168	1.41087903425506	57	54	0.947368421052632	1
kratumat	0.78303730542984	0.991265620615366	1.26323194715333	7	7	1	2
dhīra	0.287219949483608	0.839391197392964	0.88717128089347	56	50	0.892857142857143	4
ama	1.75523580817127	0.991131257092486	2.01573656787597	16	16	1	1
kiraṇa	0.560893641606858	0.99129963607533	1.13898052910402	5	5	1	2
vivrata	0.0201793471105517	0.746037264534692	0.746310127309159	7	6	0.857142857142857	6
amitra	0.0914458795031965	0.674341934652882	0.680514065769037	45	36	0.8	7
ṛbhukṣan	0.0405970023990665	0.556267381857679	0.557746821346914	33	24	0.727272727272727	7
riṣaṇy	1.11832279173545	0.991272487827672	1.49441192836481	10	10	1	1
arṇa	1.11832279090495	0.991272487823255	1.49441192774039	10	10	1	1
samarya	1.90686643753639	0.991294557689589	2.1491404120503	17	17	1	1
purukutsa	0.447566983208605	0.991268277940721	1.08762539659113	4	4	1	2
dardar	0.0837910321487757	0.817987404282525	0.822267797395362	19	17	0.894736842105263	6
pyā	0.808292688465024	0.901491115864803	1.21079449214521	90	82	0.911111111111111	2
viśvadha	0.447566968532771	0.991268277632916	1.08762539027137	4	4	1	2
ukṣan	0.18550808817193	0.832621615420007	0.853036930760812	38	34	0.894736842105263	4
arepas	0.152326315511785	0.901286344249632	0.914068039441409	17	16	0.941176470588235	4
satvan	0.176365023002365	0.848852425362862	0.866980427335611	32	29	0.90625	4
vakṣas	0.113189590023569	0.8849140153313	0.892123700962746	15	14	0.933333333333333	6
rukma	0.126439550942588	0.821475131170013	0.8311488140961	28	25	0.892857142857143	6
aṃsa	0.0353824174252119	0.800274379916192	0.801056176939606	9	8	0.888888888888889	6
dhuni	0.146510218209817	0.861504911890328	0.873874108353743	24	22	0.916666666666667	6
utsa	0.137848351200726	0.828874120493337	0.84025857660149	29	26	0.896551724137931	6
mahiṣa	0.136128608138365	0.750967781631925	0.76320613663863	46	39	0.847826086956522	6
raghuṣyad	0.895902984271137	0.991276167573657	1.33614018636723	8	8	1	2
hastin	0.650956972154127	0.991033494190274	1.18570332132581	6	6	1	2
siṃha	0.113189590023524	0.884914015331258	0.892123700962699	15	14	0.933333333333333	6
jinv	0.0593002855359746	0.537477526949879	0.540738953507888	52	37	0.711538461538462	7
pṛṣat	0.0449050490596342	0.820652055558881	0.821879711225471	10	9	0.9	6
sabādh	0.89587544155371	0.991275925055911	1.33612153877352	8	8	1	2
samokas	0.0272300974665198	0.776207339074674	0.776684821173571	8	7	0.875	6
virapśin	1.39288951446136	0.990949327623007	1.70942147213989	13	13	1	1
ananta	1.11832279090495	0.991272487823255	1.49441192774039	10	10	1	1
khādi	1.11832279090495	0.991272487823255	1.49441192774039	10	10	1	1
ayās	0.0964106617476169	0.875267722802832	0.88056152668571	14	13	0.928571428571429	6
ghṛṣu	0.447566979096037	0.991268277854504	1.0876253948202	4	4	1	2
rajastur	0.56089369240677	0.991299636156501	1.13898055419121	5	5	1	2
ṛjīṣin	0.161997494907782	0.868471067148911	0.883450724619752	25	23	0.92	4
puṣ	0.202817590181271	0.795896169160466	0.821331654675042	53	46	0.867924528301887	4
carkar	0.175021721370053	0.908322358279739	0.925030869486096	18	17	0.944444444444444	4
duṣṭara	0.11566593660098	0.813619171044667	0.821799710623697	27	24	0.888888888888889	6
ṛtīṣah	0.558946331965407	0.991272203313742	1.13799893808389	5	5	1	2
cat	0.00930417306328894	0.654982583994043	0.655048664582949	5	4	0.8	7
joṣa	2.34839156104648	0.991262861469456	2.54902824317875	21	21	1	9
pariṣṭi	0.447566969969143	0.991268277663076	1.08762539088993	4	4	1	2
raṇva	0.102524191415629	0.776904489423786	0.783640093099033	30	26	0.866666666666667	6
kṣodas	0.0964106617481969	0.875267722803516	0.880561526686454	14	13	0.928571428571429	6
ajman	0.0449050490596517	0.820652055558933	0.821879711225525	10	9	0.9	6
sarga	0.145584694688817	0.831790553966625	0.844434976179778	30	27	0.9	6
bhrātṛ	0.129741544198715	0.800249173608866	0.810698222616	33	29	0.878787878787879	6
ad	0.0855597006665561	0.62639625008809	0.632212562752886	52	40	0.769230769230769	7
roman	0.650956974007842	0.991033494216216	1.18570332236519	6	6	1	2
śvas	0.0964106617476169	0.875267722802832	0.88056152668571	14	13	0.928571428571429	6
haṃsa	0.05517319265638	0.778450773336746	0.780403541570947	16	14	0.875	6
cetiṣṭha	0.650956972226079	0.991033494191311	1.18570332136618	6	6	1	2
prajan	0.895882001374455	0.991275983092666	1.33612598022905	8	8	1	2
śiśu	0.998942052707757	0.95676087213341	1.38321241720622	46	44	0.956521739130435	1
saṃdṛś	0.468337439143333	0.928044719046742	1.03952246606501	37	35	0.945945945945946	2
prāṇa	0.56047362623425	0.991294901782856	1.13876962903164	5	5	1	2
nitya	0.109638462181528	0.761451331671644	0.769304051005875	35	30	0.857142857142857	6
prī	0.659951303310309	0.958653043092838	1.16385195784178	29	28	0.96551724137931	2
jāyā	0.0216026339955715	0.400206652599416	0.400789269542457	33	20	0.606060606060606	8
aram	0.0776133717794502	0.647796776701438	0.652429689226163	43	34	0.790697674418605	7
śveta	0.0632906803454154	0.754343342940643	0.756993784160379	21	18	0.857142857142857	6
didyut	1.33204155937774	0.991206479331198	1.66036893507968	12	12	1	1
pratīka	0.107460311227355	0.779364620278663	0.786738158367309	31	27	0.870967741935484	6
kanī	0.650957581695237	0.991033502720207	1.18570366309647	6	6	1	2
asta	0.0383675096963509	0.565821140733725	0.567120471418122	30	22	0.733333333333333	7
nyāñc	0.0722489445154979	0.80353993843386	0.806781471429467	18	16	0.888888888888889	6
jāyu	0.00547943197032012	0.581666061497116	0.581691869697595	4	3	0.75	7
śruṣṭi	0.11566593660098	0.813619171044667	0.821799710623697	27	24	0.888888888888889	6
ajurya	0.152326315511539	0.901286344249488	0.914068039441226	17	16	0.941176470588235	4
sādhu	0.260856188076995	0.895554426126896	0.932772041290654	31	29	0.935483870967742	4
svādhī	1.68122325046354	0.991286182796112	1.95170692320893	15	15	1	1
dhiyaṃdhā	0.558872586664723	0.991271052328219	1.13796171609998	5	5	1	2
aja	0.115665936602542	0.81361917104652	0.821799710625752	27	24	0.888888888888889	6
kṣā	0.524810406295702	0.951932123231372	1.08701459502439	27	26	0.962962962962963	2
stambh	0.162772297677841	0.842529916610945	0.858109247867525	31	28	0.903225806451613	4
dhārā	0.123712129461997	0.463359106986178	0.479589775749077	146	93	0.636986301369863	7
sap	1.5655861590047	0.99126279082082	1.85301428535588	14	14	1	1
vīrudh	0.0677317648223115	0.851877431140336	0.854565825230686	12	11	0.916666666666667	6
prasū	0.11566593660098	0.813619171044667	0.821799710623697	27	24	0.888888888888889	6
citti	1.39289274267806	0.990902134197206	1.70939674510097	13	13	1	1
bhuraṇyu	0.560893642458067	0.991299636078844	1.13898052952626	5	5	1	2
śuṣka	0.650956972320756	0.991033494192713	1.18570332141933	6	6	1	2
retas	0.0794547542103318	0.627804822140208	0.63281273112124	48	37	0.770833333333333	7
amūra	1.90686378677476	0.991294544753204	2.14913805414414	17	17	1	1
śruṣ	0.558872607888995	0.991271052659952	1.13796172681256	5	5	1	2
purukṣu	1.90686257635576	0.99129453884602	2.14913697745213	17	17	1	1
piś	0.10616631647379	0.837438986757359	0.844141779143057	21	19	0.904761904761905	6
star	0.0272300974668515	0.776207339074778	0.776684821173687	8	7	0.875	6
uṣ	0.0813040468394205	0.86436900345561	0.86818438258662	13	12	0.923076923076923	6
samyañc	0.0945639053742336	0.828119009049324	0.833500705067765	20	18	0.9	6
dṛp	0.65095697268375	0.991033494197909	1.18570332162296	6	6	1	2
vijñā	0.0353824174252739	0.80027437991645	0.801056176939866	9	8	0.888888888888889	6
svādman	0.650956973786299	0.991033494213158	1.18570332224101	6	6	1	2
duroṇa	0.239385704892663	0.871396053912249	0.903679477735771	36	33	0.916666666666667	4
usra	0.0272300974665198	0.776207339074674	0.776684821173571	8	7	0.875	6
śoka	0.78303730619594	0.991265620624227	1.26323194763516	7	7	1	2
kṣapāvant	0.56089369240677	0.991299636156501	1.13898055419121	5	5	1	2
pravye	0.447566976155623	0.991268277792827	1.08762539355398	4	4	1	2
bali	0.650956972226079	0.991033494191311	1.18570332136618	6	6	1	2
jivri	0.895896812230919	0.991276113504994	1.33613600781174	8	8	1	2
usṛ	1.33204161851565	0.991206480233342	1.66036898306201	12	12	1	1
vibhṛtra	0.447566983208605	0.991268277940721	1.08762539659113	4	4	1	2
math	0.0329433334073278	0.677218745784567	0.678019537224414	16	13	0.8125	7
vibhṛ	0.783037306582723	0.991265620628705	1.26323194787843	7	7	1	2
jenya	1.75523580767072	0.991131257089949	2.01573656743886	16	16	1	1
tsar	0.447566970524167	0.991268277674705	1.08762539112893	4	4	1	2
pṛśana	0.447566978701408	0.9912682778462	1.08762539465023	4	4	1	2
didyu	0.0287842674780324	0.709632383524716	0.710215920548967	12	10	0.833333333333333	7
tviṣi	0.560891714522728	0.99129963244414	1.13897957694778	5	5	1	2
vibhā	0.0383675096963509	0.565821140733725	0.567120471418122	30	22	0.733333333333333	7
dvibarhas	1.56558615882786	0.99126279081985	1.85301428520596	14	14	1	1
sravat	0.650956973786299	0.991033494213158	1.18570332224101	6	6	1	2
nṛpati	0.0645631712094419	0.794658536302839	0.797276985993945	17	15	0.882352941176471	6
niṣic	0.56089369240677	0.991299636156501	1.13898055419121	5	5	1	2
abhīka	2.50939718634157	0.991083524802837	2.69802164408565	23	23	1	9
sūday	1.33204161868406	0.99120648023496	1.66036898319808	12	12	1	1
pitrya	1.39288969068474	0.990949328443243	1.70942161620764	13	13	1	1
nabhas	0.200072495861662	0.914746435319714	0.936370676885195	19	18	0.947368421052632	4
jariman	0.991332395614584	0.991134240886364	1.40181560914849	9	9	1	1
abhiśasti	0.258253341848721	0.926094219275888	0.961428776120337	21	20	0.952380952380952	4
adhī	0.0201793471105446	0.746037264534541	0.746310127309009	7	6	0.857142857142857	6
padavī	0.0201793471105446	0.746037264534541	0.746310127309009	7	6	0.857142857142857	6
śarad	0.145584694688715	0.83179055396653	0.844434976179666	30	27	0.9	6
vevid	0.558872586664723	0.991271052328219	1.13796171609998	5	5	1	2
nemadhiti	0.447566971053978	0.991268277685824	1.08762539135709	4	4	1	2
namasya	0.0449050490596522	0.820652055558935	0.821879711225526	10	9	0.9	6
nimiṣ	0.78303730542984	0.991265620615366	1.26323194715333	7	7	1	2
guhya	0.0563606205263205	0.741734951020018	0.74387314584597	20	17	0.85	6
vayuna	0.258257905616435	0.897666057100555	0.934077885341391	30	28	0.933333333333333	4
śurudh	1.11832279213853	0.991272487829614	1.49441192866774	10	10	1	1
yāna	0.131776419861411	0.893529523007654	0.90319434969323	16	15	0.9375	6
atandra	0.650956972320756	0.991033494192713	1.18570332141933	6	6	1	2
vāh	0.783037306664743	0.991265620629675	1.26323194793003	7	7	1	2
gavya	0.932050451454257	0.967395577526456	1.34334368181558	32	31	0.96875	2
ūrva	0.291986263005338	0.931144666458504	0.975851611495283	22	21	0.954545454545455	4
akṣi	0.991330462811078	0.991134223114432	1.40181422974868	9	9	1	1
vayodhas	0.991327376925504	0.991134194739942	1.40181202742193	9	9	1	1
praṇīti	0.215615987669833	0.886962590702333	0.912794002743353	28	26	0.928571428571429	4
nipā	0.447566975975565	0.99126827778905	1.08762539347644	4	4	1	2
didhiṣ	0.067731764823291	0.851877431142635	0.854565825233055	12	11	0.916666666666667	6
viśvadhā	0.560893704170497	0.99129963617078	1.13898055999671	5	5	1	2
upakṣi	0.447566974026947	0.991268277748168	1.08762539263731	4	4	1	2
hita	1.11832279090495	0.991272487823255	1.49441192774039	10	10	1	1
bhikṣ	0.175021721370053	0.908322358279739	0.925030869486096	18	17	0.944444444444444	4
varṇa	0.157488198656514	0.780999678552207	0.796720170834607	45	39	0.866666666666667	6
aruṇa	0.236176621299171	0.892456027048199	0.923177749224356	29	27	0.931034482758621	4
sūd	0.0353824174252119	0.800274379916192	0.801056176939606	9	8	0.888888888888889	6
chāyā	0.560893643382044	0.991299636079757	1.13898052998207	5	5	1	2
hima	1.90686493555243	0.991294550359533	2.14913907600506	17	17	1	1
ucatha	1.23230243886312	0.991291831459735	1.58152736174458	11	11	1	1
dhur	0.128997592227014	0.762247634397158	0.773085916922841	41	35	0.853658536585366	6
upapre	0.447566968532771	0.991268277632916	1.08762539027137	4	4	1	2
āre	0.0458779706200731	0.532757534487107	0.534729257420049	41	29	0.707317073170732	7
gaya	0.329410890839973	0.935876159946289	0.992157105381903	23	22	0.956521739130435	4
dhanaṃjaya	0.650956972226079	0.991033494191311	1.18570332136618	6	6	1	2
upabdi	0.0142394660339213	0.70744799616592	0.707591287165202	6	5	0.833333333333333	7
ahraya	0.0813040468394205	0.86436900345561	0.86818438258662	13	12	0.923076923076923	6
puraetṛ	0.991324409311618	0.991134167453031	1.40180990950622	9	9	1	1
saumanasa	1.39288951446136	0.990949327623007	1.70942147213989	13	13	1	1
ātithya	0.447566975975565	0.99126827778905	1.08762539347644	4	4	1	2
hotra	0.0350346093822413	0.618760109753056	0.619751157543235	22	17	0.772727272727273	7
janitṛ	0.0267756280662005	0.46023081245685	0.461009040033959	32	21	0.65625	7
ṛtāvan	0.243654565257844	0.760941458882331	0.798999030673354	78	66	0.846153846153846	4
