word	k	p	sqrt_kp	sum	DF
former	0.269897948013982	0.68042843174217	0.732002563564682	18	14
tashtego	0.101495016202944	0.204682604353066	0.228464891917313	56	21
quest	0.471663317714518	0.870086846850079	0.989705717038645	10	9
daggoo	0.100498617484127	0.278342455496985	0.295929881303514	37	17
golden	0.13325021043238	0.462385233824753	0.481202372229653	22	14
retained	8.02473037887394	0.991262705341073	8.08572194702627	10	10
erect	0.124971700413956	0.558999164918608	0.572798387117192	14	10
greenland	0.153994245323132	0.391414047048226	0.420617621860178	34	19
london	8.82720205809376	0.991262703942574	8.88268528783061	11	11
pip	0.0199428920896498	0.0368624874507584	0.0419113579588724	74	9
tambourine	0.0166140166314154	0.176438073046348	0.177218563274103	11	4
subtle	8.82720205809376	0.991262703942574	8.88268528783061	11	11
fierce	8.02473037887394	0.991262705341073	8.08572194702627	10	10
readily	10.4321467685774	0.991262703030032	10.4791358397322	13	13
minute	0.395161488268455	0.767482033257085	0.863238827430144	17	14
latitude	0.166814402536154	0.645655967534384	0.666857311054063	13	10
solid	0.237742109249945	0.665085949806123	0.706300666246413	17	13
perseus	0.00981434067392334	0.112448237849071	0.112875716955531	11	3
soil	0.158422428418196	0.692268088626906	0.710163905276147	10	8
throughout	0.471663317714518	0.870086846850079	0.989705717038645	10	9
manxman	0.0236169431270147	0.218466222508738	0.219739050648495	12	5
elevated	8.82720205809376	0.991262703942574	8.88268528783061	11	11
continually	6.90697069135415	0.982943122792833	6.9765622848127	17	16
cruising	0.208121448212789	0.522573822544284	0.562492610809008	27	18
mood	0.471663317714518	0.870086846850079	0.989705717038645	10	9
woods	8.02473037887394	0.991262705341073	8.08572194702627	10	10
glad	0.138244899581884	0.620622699248466	0.635833458605991	12	9
repose	0.652617142225422	0.893890075612822	1.10677396138759	11	10
crack	0.471663317714518	0.870086846850079	0.989705717038645	10	9
sharks	0.0713683685106405	0.17136898105654	0.185636127120309	49	17
mainmast	0.206801313291623	0.727492671637223	0.756314994208765	11	9
tow	0.265793661863337	0.71559959612651	0.763366918763937	15	12
advanced	0.652617142225422	0.893890075612822	1.10677396138759	11	10
dough	0.0331205459617575	0.216686499670634	0.219203124303274	17	7
binnacle	0.08901696905465	0.441349017886307	0.45023657822181	16	10
narwhale	0.0163854813466035	0.174593252181151	0.175360450803911	11	4
jets	0.206801313291623	0.727492671637223	0.756314994208765	11	9
sinking	0.0316586070026959	0.25695361553527	0.258896558366462	13	6
queen	0.0470185061169663	0.294415402017797	0.298146220607896	16	8
eating	0.128033619632926	0.602397649918708	0.615853502372026	12	9
lifted	0.395161488268455	0.767482033257085	0.863238827430144	17	14
halloa	0.0481507512465784	0.406109043475485	0.408953603772095	10	6
swim	1.49632028967214	0.917915128377851	1.75543230920176	19	17
hark	0.129935973888141	0.535571712582073	0.551108352892926	16	11
animal	0.913122102887121	0.915290408806593	1.29288379494614	12	11
field	0.913122102887121	0.915290408806593	1.29288379494614	12	11
naturalists	0.158422428418196	0.692268088626906	0.710163905276147	10	8
cuvier	0.0295915860094214	0.295874714447793	0.297350817406167	10	5
scientific	0.0354822057721617	0.239489165146688	0.242103381118719	16	7
supposed	11.2421846788306	0.991272504047305	11.2858024761296	14	14
swam	0.117587848565695	0.467749549269047	0.482303372341212	19	12
system	0.0534332444703536	0.387390939734964	0.391058629623957	12	7
possession	0.0162771784025354	0.173661543916173	0.174422700277506	11	4
grounds	0.0670480618187954	0.422757584957808	0.42804137444062	13	8
spouting	0.040205294625825	0.34169033964184	0.344047604148765	11	6
horizontal	0.190270198828144	0.628067106914943	0.656255315674173	16	12
spouts	0.459506404034616	0.813080894667014	0.933941473873677	15	13
smaller	0.471663317714518	0.870086846850079	0.989705717038645	10	9
host	0.0466447709245222	0.398455030193151	0.401175953592468	10	6
spout	0.131193158197597	0.236928246219298	0.270825845543611	60	25
folio	0.105058649700179	0.575589705728006	0.585098990955272	11	8
derived	0.0824534861133814	0.53935323930972	0.545619367440469	10	7
ii	0.0481507512465784	0.406109043475485	0.408953603772095	10	6
fin	0.0695557556057418	0.230353057299492	0.240625298223417	33	14
descried	0.157226742335094	0.515304757579573	0.538757126810819	21	14
surface	0.128490537040831	0.302854918203402	0.328984679869793	42	20
spear	0.158422428418196	0.692268088626906	0.710163905276147	10	8
detached	0.158422428418196	0.692268088626906	0.710163905276147	10	8
rock	0.540969236725915	0.836630935915599	0.996292646773442	15	13
hit	0.166814402536154	0.645655967534384	0.666857311054063	13	10
example	0.257582071108026	0.670188439919441	0.717984030712352	18	14
external	0.244198784956185	0.742908903289213	0.782014504443784	12	10
proceed	0.375371348830607	0.791983682118599	0.876436992752499	14	12
southern	0.193264309157313	0.713864851297155	0.739563465235785	11	9
capture	1.31227314973476	0.934780947042723	1.61117231805567	13	12
blubber	0.0817995476482223	0.254639441924451	0.267455438118296	34	15
thin	0.395161488268455	0.767482033257085	0.863238827430144	17	14
clumsy	8.02473037887394	0.991262705341073	8.08572194702627	10	10
immense	1.31227314973476	0.934780947042723	1.61117231805567	13	12
returned	0.173940362709544	0.655169814728293	0.677866311237425	13	10
porpoise	0.018275174256279	0.139576415304873	0.14076774383166	16	5
exceeding	0.652617142225422	0.893890075612822	1.10677396138759	11	10
tossing	0.244198784956185	0.742908903289213	0.782014504443784	12	10
fourth	0.104363416220511	0.532701918124045	0.542828754045189	13	9
spirits	0.471663317714518	0.870086846850079	0.989705717038645	10	9
lads	0.059285615457478	0.375522312854467	0.380173370518952	14	8
beholding	0.107996514324655	0.582312699469824	0.592242625171566	11	8
fins	0.16274327078517	0.606398712562427	0.627857285362863	15	11
distinct	0.0731329388447247	0.409097083044507	0.415582543064059	15	9
tower	0.338360058607011	0.78700542943793	0.856659252693462	13	11
attached	0.28486014539909	0.658259115275314	0.717251953834794	21	16
fat	0.104363416220511	0.532701918124045	0.542828754045189	13	9
indirectly	9.62072209009542	0.991255741468079	9.67165350288375	12	12
skies	0.158422428418196	0.692268088626906	0.710163905276147	10	8
customary	0.428197671805254	0.812843242263324	0.918731398523308	14	12
dish	0.0179197125962885	0.202937671556108	0.203727304591575	10	4
german	0.0371250471753182	0.260054473183444	0.26269106979585	15	7
dumb	0.133597640753185	0.612543751406432	0.626943519786178	12	9
blinds	0.0288989301713863	0.29104445423337	0.292475678484641	10	5
hearse	0.0400329438353007	0.340723518002391	0.343067270826067	11	6
murderous	8.02473037887394	0.991262705341073	8.08572194702627	10	10
simultaneously	0.132675251574836	0.573688525118075	0.588830405322787	14	10
poles	9.62072209009542	0.991255741468079	9.67165350288375	12	12
dread	0.150207227431756	0.680812396693037	0.697185578353176	10	8
mount	0.206801313291623	0.727492671637223	0.756314994208765	11	9
outs	0.0542018526807855	0.390785284706167	0.394526272353198	12	7
summit	0.0824534861133814	0.53935323930972	0.545619367440469	10	7
tackle	0.0406632432364647	0.344188062537053	0.346581767759815	11	6
hail	0.16274327078517	0.606398712562427	0.627857285362863	15	11
perch	0.158422428418196	0.692268088626906	0.710163905276147	10	8
additional	9.62072209009542	0.991255741468079	9.67165350288375	12	12
re	0.301557063220102	0.727988110312401	0.787974207150306	16	13
nest	0.0162771784025354	0.173661543916173	0.174422700277506	11	4
compass	0.0823492340767549	0.407532980480134	0.415769799927856	17	10
occasionally	0.205326665169347	0.675598188000779	0.706110438288162	14	11
pole	0.215134484988173	0.513007848045403	0.556291199631364	29	19
enchanted	0.265867748313304	0.758808249912153	0.804037076090357	12	10
gentlemen	0.0181885597410129	0.0636292042548089	0.0661777858465557	38	7
pull	0.0567598507643693	0.14377467465929	0.154573082172085	48	15
moby	0.107042937772712	0.15322833724279	0.186914723500325	84	26
dick	0.107042937772712	0.15322833724279	0.186914723500325	84	26
objects	0.0632139311436511	0.449349451021735	0.453774096025951	11	7
event	0.652617142225422	0.893890075612822	1.10677396138759	11	10
tis	0.100497301262416	0.354368591672162	0.368343326700431	26	14
play	0.70974630802353	0.788704599738595	1.06103476257937	27	22
irons	0.0453637418653486	0.274793902939384	0.278513120281048	17	8
slow	0.913122102887121	0.915290408806593	1.29288379494614	12	11
size	8.02473037887394	0.991262705341073	8.08572194702627	10	10
horrible	0.540969236725915	0.836630935915599	0.996292646773442	15	13
foremost	0.158422428418196	0.692268088626906	0.710163905276147	10	8
tubs	0.0695090322494825	0.431577532450581	0.437139190739508	13	8
pulling	0.170286202945944	0.501874714710748	0.529976999670497	24	16
spine	0.0441534248187637	0.269439597951693	0.27303337134423	17	8
minds	0.0815491381580358	0.452694528096502	0.459981084070674	14	9
cunning	0.540969236725915	0.836630935915599	0.996292646773442	15	13
terror	0.152738552972713	0.508068599532594	0.530530646989606	21	14
lowered	0.217954431710889	0.619615861333307	0.656831751606324	19	14
contact	0.105058649700179	0.575589705728006	0.585098990955272	11	8
superstitious	0.0481507512465784	0.406109043475485	0.408953603772095	10	6
sounding	1.97840434994955	0.952525913863824	2.19576624176651	14	13
depth	0.150207227431756	0.680812396693037	0.697185578353176	10	8
mountain	0.138244899581884	0.620622699248466	0.635833458605991	12	9
lake	0.0177798683898679	0.201698291130518	0.202480429585015	10	4
milky	0.150207227431756	0.680812396693037	0.697185578353176	10	8
oars	0.06115187593304	0.182095130259396	0.192089011643863	39	14
seizing	0.216052837343399	0.686658244829715	0.719846076405753	14	11
monomaniac	0.206801313291623	0.727492671637223	0.756314994208765	11	9
appalling	8.02473037887394	0.991262705341073	8.08572194702627	10	10
whiteness	0.00167648123853258	0.00898421599512661	0.00913929572725605	27	1
elephants	0.105058649700179	0.575589705728006	0.585098990955272	11	8
symbol	0.0629107423059895	0.448160198562144	0.452554223350916	11	7
fleece	0.0049766386476386	0.0556226566556862	0.0558448463662093	12	2
beheld	0.280397168403859	0.654697947947659	0.712216241808468	21	16
wing	0.471663317714518	0.870086846850079	0.989705717038645	10	9
horses	0.206801313291623	0.727492671637223	0.756314994208765	11	9
bare	0.158422428418196	0.692268088626906	0.710163905276147	10	8
lima	0.0105017879005043	0.129774278465126	0.130198505752759	10	3
prey	0.338360058607011	0.78700542943793	0.856659252693462	13	11
buffalo	0.0180379732927759	0.203874653695213	0.204671060240215	10	4
blind	3.17241341745791	0.967765392690956	3.31674188723772	15	14
bucket	0.00454363320916869	0.0419002170827575	0.0421458514485312	15	2
breadth	8.02473037887394	0.991262705341073	8.08572194702627	10	10
season	0.0531363097007785	0.334683623109263	0.338875485962264	15	8
wreck	0.101480265541425	0.525722520797468	0.535427318286995	13	9
pumps	0.0128697830886466	0.10856266836655	0.109322844271516	15	4
towing	0.166814402536154	0.645655967534384	0.666857311054063	13	10
warp	0.0322662292607049	0.260600174464526	0.262590099740348	13	6
blows	0.0611435777395606	0.302708795871767	0.308822201593293	20	10
heading	0.0295915860094214	0.295874714447793	0.297350817406167	10	5
gunwale	0.094485779185258	0.389836340182045	0.401123340875069	21	12
tackles	0.107625562033143	0.473404352381049	0.485484235023415	17	11
coiled	0.193264309157313	0.713864851297155	0.739563465235785	11	9
fedallah	0.0438103611730418	0.187260665557922	0.192317197908321	27	10
leaped	0.102211161733798	0.527511488638958	0.537322521609752	13	9
oar	0.107408077875718	0.352630780864806	0.368625776101291	28	15
ginger	0.00437370747924385	0.0373898772113917	0.0376448168410598	16	2
oarsman	0.249918949211433	0.702902006191781	0.746009860178388	15	12
firmly	9.62072209009542	0.991255741468079	9.67165350288375	12	12
oarsmen	0.0444862497368261	0.27091958957495	0.274547719770365	17	8
ropes	0.652617142225422	0.893890075612822	1.10677396138759	11	10
catch	9.62072209009542	0.991255741468079	9.67165350288375	12	12
eastward	0.471663317714518	0.870086846850079	0.989705717038645	10	9
hemp	0.035146466050205	0.293736173646981	0.295831394183557	12	6
letters	0.0481507512465784	0.406109043475485	0.408953603772095	10	6
secure	8.82720205809376	0.991262703942574	8.88268528783061	11	11
radney	0.00169610414034243	0.0109838072987386	0.011113990823764	22	1
steelkilt	0.00150590255211938	0.0061786624377327	0.0063595292291119	40	1
lakeman	0.00168796466329984	0.0102104802314524	0.0103490642698472	24	1
hoisted	0.324006995417271	0.605309587505296	0.6865713581305	30	21
canal	0.0130080953577158	0.109598647843199	0.110367903640021	15	4
corpse	1.97840434994955	0.952525913863824	2.19576624176651	14	13
haul	0.0355340393064661	0.296015802856872	0.298140945679106	12	6
tub	0.0410718336569829	0.294076314251155	0.296930588056352	14	7
canst	0.0674774588977893	0.424316246065661	0.429648093367767	13	8
steak	0.00451985030141275	0.0417444888968394	0.0419884674643589	15	2
crotch	0.150207227431756	0.680812396693037	0.697185578353176	10	8
dat	0.00173018671279765	0.0121793174139758	0.0123015982185859	20	1
spades	0.0180379732927759	0.203874653695213	0.204671060240215	10	4
spade	0.0611435777395606	0.302708795871767	0.308822201593293	20	10
dense	0.158422428418196	0.692268088626906	0.710163905276147	10	8
jeroboam	0.00216344900536517	0.0289687415996599	0.0290494148214157	10	1
rods	0.0528850080227255	0.384942690121939	0.388558488199497	12	7
parsee	0.0283063480263572	0.125535280877387	0.128687047069834	28	8
tun	0.00847201096120702	0.0791091540802725	0.0795615059499448	14	3
derick	0.0020672438131009	0.0243924902890417	0.0244799321789052	12	1
circles	0.0215860793426451	0.190841434099234	0.192058355169566	13	5
herd	0.0142650952156052	0.134816148756383	0.135568753431657	13	4
buoy	0.0217433560039625	0.191959540901478	0.193187056692267	13	5
vice	0.0632139311436511	0.449349451021735	0.453774096025951	11	7
ambergris	0.00883608413973244	0.0879921310509008	0.0884346736851747	13	3
guernsey	0.00212097444626166	0.026670691097641	0.0267548929399368	11	1
doubloon	0.0210967251362063	0.130275563144301	0.131972702344225	20	6
bunger	0.00193642168216665	0.0196489422014443	0.0197441297242209	13	1
forge	0.0152494835805437	0.152883039508765	0.153641695248757	12	4
blacksmith	0.010648115546349	0.0672043143081569	0.0680426500536094	21	4
perth	0.0228312975852414	0.152626720283932	0.154324929593554	18	6
