word	k	p	sqrt_kp	sum	DF
chapter	119.709895464119	0.99035251042282	119.713991956351	165	142
the	1.88857059659386	0.0187414160070418	1.88866358544682	14056	142
father	0.129646330834332	0.479299789477298	0.496524379352905	20	13
rose	0.119205596684864	0.325982982838112	0.347094914081188	35	18
and	1.70218082695773	0.0370369212346949	1.70258371341824	6286	142
in.	1.89942717940145	0.0622853393640081	1.90044812435084	4061	142
a	1.55505557354367	0.0460123747452732	1.55573615225684	4579	142
mild	0.198252204240434	0.51044239762755	0.547590520171737	27	18
voice	0.79195141945073	0.705249189923447	1.06045436990834	47	34
of	1.74142839904786	0.0371579087962464	1.7418247842985	6409	142
people	0.665087500165077	0.677285598601406	0.949240309378344	45	33
to	1.63629382879174	0.0488576479729881	1.63702307983345	4524	142
starboard	0.218481197627704	0.64601233313908	0.681957453426996	17	13
there	1.33543778446711	0.182932477015229	1.34790888687973	847	126
side	0.905642700360223	0.38781926650074	0.985186522535164	203	82
away	1.11681925604802	0.465630792128413	1.20999887820518	182	83
was	0.710534517925215	0.0588775520342857	0.712969752020917	1613	122
low	0.19292814337546	0.412613584823013	0.455490108440129	39	22
heavy	0.609822185627188	0.700634871650348	0.9288553824227	37	28
sea	0.849387804885307	0.21786690836943	0.876884047551518	433	101
boots	0.0295244964206127	0.230501197175359	0.232384375094722	14	6
among	1.52871064670784	0.577213903332545	1.63405389493685	159	81
still	1.04393764466167	0.3227934550181	1.09270372038548	311	104
women	0.107996514324655	0.582312699469824	0.592242625171566	11	8
s	1.18902018679796	0.0890619431782782	1.19235105331264	1727	137
all	1.57480558292088	0.129291940742343	1.58010411996796	1506	136
quiet	0.913122102887121	0.915290408806593	1.29288379494614	12	11
again	0.902176714118109	0.328393640731779	0.960086041336932	262	91
every	1.15477370655911	0.42264783081144	1.22968837607334	224	90
eye	0.427017160614468	0.41071482255176	0.592478118518285	87	45
on	1.43445533808367	0.16510894719523	1.44392627284106	1030	134
he	0.924075387476652	0.0661692497778209	0.926441412802928	1852	138
paused	0.324777293994936	0.74242629239847	0.810356150306278	16	13
little	0.624261314749566	0.26891118889145	0.679717159268375	241	82
then	1.57460728177496	0.263178558477206	1.59644951234321	626	128
bows	0.279800522175606	0.452875542436122	0.532338791698063	48	28
his	1.22185398887785	0.0653912349575002	1.22360254320836	2480	140
large	0.491113671368392	0.488574035105123	0.692746148299536	73	42
hands	0.624050189574407	0.409090458965373	0.746186064413129	128	61
across	0.558579366374816	0.718994803610354	0.91047484103537	31	24
chest	0.187321075504371	0.505697998374601	0.539276970478243	26	17
uplifted	0.471663317714518	0.870086846850079	0.989705717038645	10	9
closed	0.158422428418196	0.692268088626906	0.710163905276147	10	8
eyes	0.676133093503894	0.382496292070216	0.77682647584812	155	71
offered	0.265867748313304	0.758808249912153	0.804037076090357	12	10
so	1.66986950701011	0.184227111806606	1.68000113070402	1050	136
that	1.76758615023365	0.0764577548377331	1.76923898520597	3032	142
seemed	0.472768986056828	0.195078610420939	0.511435409823143	277	74
at	1.33876387848961	0.128096028222411	1.34487817842171	1294	135
bottom	0.647265830684198	0.629914690626872	0.903186344581699	54	36
this	1.83545940827056	0.159936437447822	1.84241442228192	1369	140
prolonged	0.206801313291623	0.727492671637223	0.756314994208765	11	9
solemn	9.62072209009542	0.991255741468079	9.67165350288375	12	12
like	1.60435442736966	0.264654024169931	1.6260365559021	633	127
continual	11.2421846788306	0.991272504047305	11.2858024761296	14	14
bell	0.0784384529955833	0.52692494789974	0.532731162620964	10	7
ship	0.531631339287747	0.131179314055864	0.547576381292191	500	95
is	1.53374457044247	0.115800409083131	1.53810992523472	1663	139
such	1.06460394235604	0.292874362249507	1.10415440321682	365	106
following	1.35383852963348	0.893142023200754	1.62190672910845	23	20
but	1.61439750633219	0.113196119973602	1.61836110619005	1796	137
manner	2.68902856658651	0.916031737682461	2.84077256681345	35	30
towards	0.643951766640534	0.447274001380235	0.784045859672858	113	58
concluding	0.193264309157313	0.713864851297155	0.739563465235785	11	9
burst	0.287450428903087	0.639599420743586	0.701224049852898	23	17
forth	0.778657835689432	0.688607609798579	1.03946547097682	50	35
with	1.71333405818737	0.126434509843198	1.71799280563805	1681	139
joy	0.301557063220102	0.727988110312401	0.787974207150306	16	13
ribs	0.0532697725595937	0.295894938804101	0.300651764469183	18	9
terrors	0.155348367927118	0.512302367158186	0.535338052835309	21	14
whale	0.688623218554763	0.0793882164979741	0.693184265582717	1134	116
arched	0.471663317714518	0.870086846850079	0.989705717038645	10	9
over	1.3595317766982	0.324977159303714	1.39783289627955	401	112
me	0.496404314108366	0.100775772743411	0.506530353915172	629	98
gloom	0.913122102887121	0.915290408806593	1.29288379494614	12	11
while.	1.08013574142359	0.387929834086565	1.14768583509387	242	91
god	0.37249219492949	0.267284549944922	0.45846642834852	145	58
sun	0.297923196153865	0.295216230609614	0.419417278640119	101	44
waves	0.326694493235422	0.496737766876122	0.594539906946056	47	29
rolled	0.379762799197087	0.556364090772268	0.673617684710592	43	28
by	1.6659669825055	0.168668561855641	1.67448352352507	1166	137
lift	9.62072209009542	0.991255741468079	9.67165350288375	12	12
down	1.17304529037607	0.308141451779911	1.21284228470915	374	111
doom	0.685236986854162	0.858784585325012	1.09866313861202	16	14
i	0.758890640455147	0.0489954554982697	0.760470616677532	2092	133
saw	0.948872889915085	0.564379384198396	1.10403072897631	104	59
opening	1.97840434994955	0.952525913863824	2.19576624176651	14	13
hell	0.129935973888141	0.535571712582073	0.551108352892926	16	11
endless	11.9958300564105	0.991256729642934	12.0367158580048	15	15
pains	0.338360058607011	0.78700542943793	0.856659252693462	13	11
which	1.59308510909324	0.267329284520753	1.61535912761744	620	125
none	0.624961282613014	0.723000956663021	0.955670962256857	34	26
they	1.08343749777468	0.191629496053487	1.10025391403165	649	118
feel	0.512805994039099	0.565279650097593	0.763224128508059	56	36
can	1.14733894534978	0.412542767338903	1.21925312810753	232	91
tell	0.531642718709785	0.35864997115862	0.641306309160615	135	61
oh	0.320749444248944	0.22711280655069	0.393014545386475	155	54
black	0.466681817864383	0.421373120742923	0.62876643199986	91	46
called	1.90822552114362	0.709399063285608	2.03582211171171	111	68
my	0.670557486959103	0.139779440537996	0.684971266049915	586	105
when	1.56433085183179	0.270522945089121	1.58754958278867	599	126
could	0.717571381587733	0.326697325478085	0.788441392969865	210	78
scarce	0.913122102887121	0.915290408806593	1.29288379494614	12	11
believe	1.43946863826091	0.883318740562461	1.68888186619597	27	23
him	0.754536791618343	0.093485746871046	0.7603060928164	1039	127
mine	0.320437626307157	0.502773996013668	0.596206309444069	45	28
bowed	8.02473037887394	0.991262705341073	8.08572194702627	10	10
ear	0.0355340393064661	0.296015802856872	0.298140945679106	12	6
no	1.45927809195762	0.264572952856375	1.48306823748964	576	122
more	1.33075834792338	0.274277408030838	1.35872950844673	500	118
did	0.826552572031562	0.314354489019113	0.884312105027664	256	86
speed	0.138244899581884	0.620622699248466	0.635833458605991	12	9
flew	0.249170915034053	0.616605980115045	0.665048178414573	22	16
as	1.56028918081556	0.114413280305159	1.56447841994713	1715	138
awful	0.33863581320812	0.716779594704476	0.792746618644216	19	15
yet	1.33129386605768	0.355984495213821	1.37806687741758	342	110
bright	4.51259646827451	0.966797220419307	4.61499986466891	22	20
lightning	0.0792911604408315	0.302198521128455	0.312427646498	26	13
face	0.444101249003203	0.404084699009894	0.600425152154806	93	48
for.	1.79503262227707	0.13952487948453	1.80044697423558	1572	139
ever	1.51860461574654	0.517570992108412	1.60438141064984	201	88
shall	0.546884290997481	0.460445311265932	0.714907205451587	91	48
terrible	0.280397168403859	0.654697947947659	0.712216241808468	21	16
hour	0.476404264629002	0.62842308626069	0.788591528424006	40	28
give	0.440644153383426	0.429833526992879	0.615568136633252	83	45
glory	0.269897948013982	0.68042843174217	0.732002563564682	18	14
power	0.360153302062538	0.57371299457067	0.677389844274178	38	26
nearly	0.875296696874103	0.790198375040046	1.17921913971689	33	26
singing	0.913122102887121	0.915290408806593	1.29288379494614	12	11
high	1.29529565114059	0.63659227437253	1.44327424547607	105	62
above	2.19752883830442	0.847844613963969	2.3554136546703	56	43
howling	0.265867748313304	0.758808249912153	0.804037076090357	12	10
storm	0.132070348264266	0.401120942621744	0.42230390419744	28	16
brief	0.471663317714518	0.870086846850079	0.989705717038645	10	9
slowly	0.335396332366898	0.487842973216673	0.592014751743611	50	30
turned	0.530918964445355	0.533207479885843	0.752452764905506	66	40
leaves	0.210895796130459	0.611825686807136	0.647153542725777	19	14
bible	0.150207227431756	0.680812396693037	0.697185578353176	10	8
last	0.967565655387972	0.33155514946274	1.02279622340993	277	96
hand	0.729928348536912	0.331521055026493	0.801686724303018	209	79
upon	1.45859218588943	0.271058209234575	1.4835645309629	557	124
proper	0.523447546122376	0.699048228101448	0.873307367856994	32	24
said	0.35933759818633	0.145364111266274	0.387626410754678	300	72
shipmates	0.021790073414506	0.0995130867360925	0.101870809023756	28	7
first	1.52675872777944	0.488508056780306	1.60300727833343	227	94
jonah	0.0159371736675568	0.0265412765875104	0.0309585669468822	83	8
had	0.63151115094667	0.10591666318887	0.64033169007246	757	107
prepared	0.471663317714518	0.870086846850079	0.989705717038645	10	9
great	1.34909531920657	0.400298917580463	1.40723040178969	287	100
fish	0.362363941653006	0.239937191644313	0.434600370621636	163	61
up	1.13291707177581	0.241599463166795	1.15839172654312	505	122
book	0.268445690742125	0.413803796128571	0.493251123230787	54	30
only	2.26411201158449	0.464936749917778	2.31135661082951	370	118
four	0.633645418358524	0.555493991431182	0.84266250107792	72	45
one	1.80090051465574	0.221079512393397	1.81441969083435	901	133
smallest	0.471663317714518	0.870086846850079	0.989705717038645	10	9
mighty	0.777717737354005	0.715091515833585	1.05650402508093	44	33
what	1.15098042496972	0.212414364956151	1.17041693473019	606	123
depths	0.158422428418196	0.692268088626906	0.710163905276147	10	8
soul	0.840035498126956	0.589687827302938	1.02634856251795	83	51
does	0.601118925394024	0.478579655671356	0.76836348773831	93	51
deep	1.25141337586677	0.729180002316383	1.44835731540128	66	48
sound	0.307684572737396	0.515888319925698	0.600675082666456	41	26
lesson	0.0141871649804776	0.134176861537565	0.134924815442728	13	4
us	0.359423092855139	0.18692889333997	0.405126364043195	222	65
prophet	0.105221824900052	0.499023092287746	0.509995763778212	15	10
noble	0.505870974448012	0.636633786901575	0.813146986352173	41	29
thing	1.56064431049164	0.545020203952663	1.65307522109144	185	85
how	1.13245787911237	0.389548572775258	1.19758462686982	252	93
grand	0.980249878005854	0.728026280689674	1.22102911050692	52	38
we	0.62361858044791	0.166595999783522	0.645487692387498	443	95
waters	0.777638510952659	0.615441607528328	0.991710656388103	69	44
about	0.655646664836043	0.23327931550063	0.69591076162901	306	87
it	1.69943107348586	0.0885181307165971	1.70173483039951	2485	140
two	0.946850469531552	0.314544730023443	0.997729521883381	293	97
stranded	0.107996514324655	0.582312699469824	0.592242625171566	11	8
men	0.639517994208027	0.272044787023913	0.694975993155695	243	83
pilot	0.0663625106382146	0.26602428349292	0.27417677185737	26	12
living	0.525375825262729	0.51237417621554	0.73385765256148	71	42
because	1.91561702021029	0.749322574678048	2.05695719183495	91	61
story	0.113984597866944	0.248304426154721	0.27321708694537	49	21
hard	0.986911298353576	0.628037841110854	1.16979717929439	83	52
suddenly	0.412106692951852	0.544267310490937	0.682685016420274	49	31
swift	0.330496878945379	0.66164038768241	0.739591907476797	24	18
finally	3.19064066261509	0.945722502510994	3.32784898841406	26	23
son	0.1744153228161	0.55324233108822	0.580084288479676	20	14
command	0.240716106731307	0.549706240055512	0.600100986831255	28	19
never	0.670719180175354	0.324790613855547	0.745220210074688	198	75
mind	0.489616980594841	0.461885248733347	0.673099376529406	81	44
now	1.09587966929989	0.16686017140792	1.10851006598367	777	126
or	1.30408461215301	0.212319650438874	1.32125558073249	687	126
found	0.655301197442124	0.453799190360566	0.797090562320861	112	57
things	0.774937709553476	0.458426317004176	0.90037944324046	130	66
would	1.63946944635701	0.353912194692279	1.67723400486935	425	121
have	2.02775419380274	0.277416550333642	2.04664286402968	750	135
do	0.704866688287102	0.246474462674614	0.746717288542033	306	93
are	1.23293710952942	0.230342186671312	1.25426928488873	585	121
remember	0.874151835750168	0.87954134639973	1.24005419719141	17	15
hence	15.2680652661228	0.98543653836616	15.2998334024176	32	29
than	1.66660921299989	0.440985389617319	1.72396472780392	300	105
if.	1.37471737795376	0.291702619633383	1.40532497577928	474	120
must	2.09068701592151	0.516418720969459	2.15352281016722	278	109
ourselves	0.265793661863337	0.71559959612651	0.763366918763937	15	12
further	0.778817898907057	0.644505962379855	1.01091307994366	61	41
seeking	9.62072209009542	0.991255741468079	9.67165350288375	12	12
from	1.60794344719601	0.176680827008632	1.61762116826316	1064	135
thinks	0.135121961110143	0.489631916172969	0.507934402959146	20	13
made	0.708102452784728	0.363588213883062	0.795993387481594	176	72
will	1.40459687753695	0.343616388617928	1.4460168086552	381	110
carry	0.803446127583417	0.826198437865611	1.15244502630727	24	20
into	1.24854883609035	0.256838994263321	1.27469230211717	513	117
where	0.826924154183702	0.352175134662075	0.898794126731301	216	83
not	1.83308294914674	0.186955153223539	1.84259201337935	1132	138
captains	0.461681848514689	0.73201893841716	0.865448932895134	24	19
earth	1.02145208426701	0.775454584438709	1.28245630451117	42	32
bound	0.200967256274735	0.513840793941251	0.551742874546442	27	18
perhaps	0.830298483031283	0.572612847598136	1.00860351187099	88	52
hitherto	0.395161488268455	0.767482033257085	0.863238827430144	17	14
meaning	0.197522704022578	0.636763787184901	0.666695837150982	16	12
here	0.757738507432672	0.252225252187053	0.798614565035673	319	95
been	0.937765739203533	0.247440516270155	0.969861531722952	405	104
other	1.62656627254752	0.360910435151208	1.66612549983192	409	119
city	0.428197671805254	0.812843242263324	0.918731398523308	14	12
modern	0.237742109249945	0.665085949806123	0.706300666246413	17	13
opinion	0.428197671805254	0.812843242263324	0.918731398523308	14	12
learned	0.25585237304675	0.602194544026519	0.654292522996374	24	17
far	1.52218635458149	0.570090863015858	1.62543990666166	163	83
water	0.597933585279628	0.321729142895162	0.678995002774988	179	72
possibly	0.657314607741702	0.756766463290992	1.00237616367938	30	24
sailed	0.476574685517723	0.640401996959522	0.798271976575691	38	27
those	0.767908219363384	0.265284560380875	0.812440109387958	302	90
ancient	0.276029325674227	0.592121488027379	0.653299353448269	27	19
days	0.484846240976495	0.462539648335682	0.670088653591101	80	44
atlantic	0.431136168937548	0.772787446708701	0.884917416461389	18	15
an	2.2889870534389	0.356385586729269	2.31656478805132	587	131
almost	1.79351062537179	0.568886522949691	1.88157174705492	193	90
unknown	1.8183471512889	0.877642173987411	2.0190696243968	36	30
most	1.64391915436454	0.460939473313049	1.70731818479882	273	103
coast	0.823601001114436	0.754760805483965	1.11713136314916	38	29
thousand	0.882533276269451	0.714806062266859	1.13569920770261	50	36
miles	0.36425318222509	0.640750576803428	0.737049308007971	29	21
just	0.589845264221593	0.417209082281005	0.722482424742913	117	57
straits	0.0179491006999007	0.13741927541951	0.138586534240374	16	5
see	0.743118909527163	0.284028837987524	0.795548926531476	266	90
ye	0.26410805103488	0.0741946355035153	0.274331745445077	468	71
sought	0.253301154840031	0.666473528458467	0.712985581326279	18	14
world	1.13030803467608	0.487107659344419	1.23080060328443	169	81
wide	0.514016694512734	0.608302666202633	0.796395188299772	47	32
man	1.16296502382494	0.241032981780314	1.18768032102332	520	115
hat	0.221589912556514	0.452968404048589	0.504264280326427	38	23
cross	2.0486992064641	0.935668972989142	2.25225328628491	20	18
seas	0.566449251212084	0.489162283810482	0.748428015310369	84	47
self	13.9655738980761	0.988558041247738	14.0005178941188	23	22
look	0.719827452851616	0.335997531269847	0.794383976989892	202	78
mere	1.87770262874546	0.872394412895631	2.07046834644945	39	32
something	1.19386105594973	0.585532476718944	1.32971895609788	120	68
ere	0.618604528484371	0.529672672145503	0.814386089197948	78	46
touched	0.338360058607011	0.78700542943793	0.856659252693462	13	11
deck	0.585469655404569	0.298906909712419	0.657358393932391	195	71
plainly	12.3686927384412	0.978841020868187	12.407364337445	38	33
box	1.13131285897591	0.899239377570916	1.44516443460887	18	16
bag	0.0857687410067962	0.356334811335008	0.366511629696858	22	12
friends	0.685236986854162	0.858784585325012	1.09866313861202	16	14
wharf	0.0263072568152373	0.253509502153169	0.254870828937112	11	5
their	1.00503614199001	0.191125263762707	1.02304765927816	604	119
after	1.35092313970857	0.418999867311395	1.41440949452662	266	102
much	1.44729164119594	0.485260736078824	1.52647668722958	218	91
receiving	0.166814402536154	0.645655967534384	0.666857311054063	13	10
her	0.401328058848291	0.147263841401002	0.427493683933596	330	76
board	0.53562168717816	0.513705116535438	0.742147922270397	72	43
its	1.29469934729321	0.335581979848589	1.33748333263655	364	109
captain	0.224689339069687	0.0891493845881542	0.241729005011851	326	61
cabin	0.210907986464047	0.262828620480232	0.336988223084814	84	35
sailors	3.19508705756435	0.897169855914317	3.31865862296449	52	41
moment	0.45710863006951	0.384285734848316	0.597179893911319	104	50
hoisting	0.138244899581884	0.620622699248466	0.635833458605991	12	9
mark	0.466205658682454	0.546208823154353	0.71811683915586	55	35
stranger	0.116114733217479	0.255679281079032	0.280810480650664	48	21
evil	0.138244899581884	0.620622699248466	0.635833458605991	12	9
vain	1.1083794090665	0.83990428523853	1.39066319531533	30	25
strong	0.37922328101854	0.612972416370417	0.720795033346828	34	24
mariners	0.320820217896868	0.611033025973408	0.690135472962818	29	21
be	1.73505927399619	0.193333611162917	1.74579740218775	1028	132
serious	0.471663317714518	0.870086846850079	0.989705717038645	10	9
way	1.25865711370739	0.399190689584679	1.32044346207526	269	103
jack	0.129227319148435	0.567236958614303	0.581770974896734	14	10
you	0.579379459781618	0.0852354519378305	0.585615608299408	883	111
lad	0.172479750701048	0.505074396550039	0.533712853932039	24	16
guess	0.133324253647365	0.512617489260613	0.529671640647752	18	12
broke	0.249918949211433	0.702902006191781	0.746009860178388	15	12
old	0.835113184321133	0.211542172490217	0.861489478385466	442	106
missing	0.0871493655265448	0.436127836141021	0.444749931274563	16	10
another	1.50513865283351	0.652154360660366	1.64034986340774	114	67
read	0.166610248716341	0.467018692763632	0.495848196898983	27	17
against	1.18685901346462	0.560781605666581	1.31267297035332	132	73
five	0.879060608751369	0.743782382890143	1.15150327266407	43	33
hundred	0.229985354557793	0.399936272039265	0.461348333695635	49	27
gold	0.14658332101444	0.342266167623424	0.372334257756721	40	21
person	0.194587043958664	0.49668550892584	0.533442229724542	28	18
looks	0.265712946298618	0.582892432359418	0.640598905347622	27	19
round	0.967113567647683	0.362034030665189	1.03265545662041	242	95
lay	0.253236652020469	0.318341536885554	0.406780206048909	77	37
coward	0.124971700413956	0.558999164918608	0.572798387117192	14	10
himself	0.574744916212357	0.285749423506306	0.641860149679146	204	73
itself	2.26859051179989	0.799075954832187	2.4052079518868	81	57
makes	0.526398118306748	0.657137970638083	0.84197701358839	39	28
best	0.909554972564321	0.665218565654733	1.12685668485758	65	44
find	2.11998504825436	0.847901746056082	2.28325950688637	54	41
let	0.609379578861295	0.359750771443566	0.707646867220798	154	65
pass	13.5904533548714	0.984172297268553	13.6260418868301	31	28
who	1.04525540384209	0.291933365087312	1.08525754957627	360	109
cries	0.190270198828144	0.628067106914943	0.656255315674173	16	12
making	1.0813768444623	0.777276722902024	1.33174133513403	44	34
out	0.87710823381868	0.191453820084991	0.897760223588492	526	110
question	0.36425318222509	0.640750576803428	0.737049308007971	29	21
instant	0.265155657688141	0.334234384604148	0.426638191745352	75	36
turns	0.23716604652894	0.490374784821519	0.544715671901331	35	22
seek	0.265793661863337	0.71559959612651	0.763366918763937	15	12
passage	0.394712717854613	0.651362080068745	0.761623718766464	30	22
soon	0.682391116538237	0.42895017975658	0.806012340255101	129	63
sail	0.481850322730351	0.408682847452827	0.631823870487254	99	50
sir	0.148857001195988	0.112955939033632	0.186862117530633	166	39
thus	1.08180840318378	0.535965831580336	1.20729813791815	133	71
looked	0.394917101071437	0.467014218370711	0.611605916321182	64	37
though	1.24235134151157	0.318199473119562	1.28245380441136	378	107
stands	0.27698355493703	0.575599018029153	0.638775484236582	29	20
before	1.20586192788383	0.367268712107364	1.26055118738301	295	100
sooner	1.31227314973476	0.934780947042723	1.61117231805567	13	12
hear	0.310258986682001	0.415406999583781	0.518482028734017	62	34
hollow	1.22133982236915	0.89660117315747	1.51511208344863	20	18
glance	0.19653747261513	0.499180130495664	0.536477195063882	28	18
next.	0.577083611622652	0.594042977096049	0.828198378071692	56	37
coming	1.28564584243755	0.775004703610191	1.50117204969813	53	39
tide	1.31227314973476	0.934780947042723	1.61117231805567	13	12
answered	0.710490459338437	0.834561517378997	1.09603358484167	20	17
eyeing	0.956915480713058	0.8393875026195	1.27289379634835	26	22
enough	0.685273011029802	0.561476027711733	0.885920103249045	76	47
any	1.29064669972795	0.364885696853972	1.34123468315104	319	104
honest	1.97840434994955	0.952525913863824	2.19576624176651	14	13
goes	0.483339083231529	0.55966527753593	0.739487587629748	54	35
ha	0.113063015481298	0.297012288630232	0.317804255898332	38	18
swiftly	0.152941234311102	0.533371888552573	0.554866283577171	19	13
calls	0.265867748313304	0.758808249912153	0.804037076090357	12	10
ll	0.231096301776065	0.222000701962769	0.320452511874281	115	42
says	0.125455382898871	0.279162782618997	0.306057040921923	46	21
money	0.0808687136387743	0.489004796000088	0.495646486274923	12	8
pay	0.135987134289835	0.517556488087773	0.535123554942324	18	12
written	0.206801313291623	0.727492671637223	0.756314994208765	11	9
were	1.06781245394085	0.183877423668845	1.08352865385566	673	119
history	0.126418890540573	0.499326502292492	0.515081247743658	18	12
craft	0.487790538459543	0.561923209181064	0.744108394272634	54	35
taken	0.826954760523187	0.709842181788112	1.08983030743216	48	35
full	1.47104811120211	0.633209542073144	1.60154202868479	121	70
whose	0.802302600049344	0.575600904268705	0.987423851768272	84	51
freely	0.265867748313304	0.758808249912153	0.804037076090357	12	10
without	1.5676137374249	0.599032232989503	1.67816937343155	149	75
whereas	0.395161488268455	0.767482033257085	0.863238827430144	17	14
virtue	0.245792731734184	0.63571793611384	0.681580047588098	20	15
length	0.576902922470397	0.525398517746785	0.780295190556371	74	44
knows	1.80296897739328	0.901412992469927	2.01574862431707	28	24
same	2.31127452299166	0.609810936623157	2.39036802586035	210	100
time	1.02396423834673	0.307144075958331	1.06903706428229	328	101
help	4.30072544026444	0.941416235588798	4.40255651197891	38	32
rear	0.297434762815962	0.667908672345527	0.731142552944193	21	16
fairly	5.01921209254988	0.978029098429361	5.11361231883817	16	15
takes	15.5934044853983	0.989248053428732	15.6247520030384	24	23
put	1.02096662440773	0.665100214641013	1.21849544261357	73	48
point	6.98652692449449	0.933208705385329	7.04857694534815	71	54
state	0.297960703292859	0.619385092734862	0.687327050107115	26	19
room	0.064276602875037	0.138028065392339	0.152260397060782	57	17
m	0.222467764622399	0.521376312784332	0.566855507010978	29	19
weary	0.685236986854162	0.858784585325012	1.09866313861202	16	14
need	0.304332438070111	0.768743108099659	0.826791508853606	13	11
sleep	0.137257140259445	0.297608843438129	0.327735482126641	46	22
thou	0.153297259387952	0.0751269098997263	0.170716438361801	268	46
thy	0.188188339021755	0.191250140089516	0.268312256574362	113	38
door	0.0912593355836044	0.227513390867999	0.245133860075298	44	18
key	0.0528850080227255	0.384942690121939	0.388558488199497	12	7
hearing	1.31227314973476	0.934780947042723	1.61117231805567	13	12
being	0.992842536997701	0.39382735201142	1.06809938042504	217	90
locked	0.685236986854162	0.858784585325012	1.09866313861202	16	14
within	1.29344806265562	0.710053589765593	1.4755283769303	75	51
berth	0.0474246954263226	0.402444731174599	0.405229396004873	10	6
resting	0.913122102887121	0.915290408806593	1.29288379494614	12	11
forehead	0.225146754244658	0.45691475534625	0.509374277520988	38	23
air	0.50734719297482	0.3413679052321	0.61150079390135	139	61
close	0.900912812659676	0.703181279977987	1.14285073764068	54	39
hole	0.467785179405758	0.601541249401437	0.762020241727948	44	30
too	1.06093443744148	0.454248478888991	1.15408992765825	181	81
beneath	0.535711215849477	0.506900029502235	0.737518912771931	74	44
line	0.252629169998075	0.185995020547887	0.313712679378003	157	51
feels	0.0896502914638261	0.443097686798394	0.452076027682996	16	10
hold	0.77698784656956	0.529597546966855	0.940310414421808	98	55
bowels	9.62072209009542	0.991255741468079	9.67165350288375	12	12
swinging	0.138244899581884	0.620622699248466	0.635833458605991	12	9
lamp	0.0996657844569136	0.327972635185085	0.342781735250962	29	15
slightly	1.31227314973476	0.934780947042723	1.61117231805567	13	12
weight	0.104564076749713	0.497455460777921	0.508326255080626	15	10
received	1.47170008774111	0.893152438141503	1.72151747769672	25	22
flame	0.145446215797297	0.548513169389538	0.567469205053023	17	12
motion	0.559621538693665	0.832400060570355	1.00302847786461	16	14
reference	1.31227314973476	0.934780947042723	1.61117231805567	13	12
truth	0.38521979432993	0.60309212253044	0.715621686508916	36	25
infallibly	0.652617142225422	0.893890075612822	1.10677396138759	11	10
straight	0.719324234970009	0.689490742786413	0.996405961144025	46	33
obvious	8.82720205809376	0.991262703942574	8.88268528783061	11	11
lying	2.0486992064641	0.935668972989142	2.25225328628491	20	18
hung	0.451287082089392	0.688448723617259	0.823177790948584	29	22
tormented	1.97840434994955	0.952525913863824	2.19576624176651	14	13
roll	0.874151835750168	0.87954134639973	1.24005419719141	17	15
place	1.03382838719037	0.56074115484459	1.17610874365302	115	66
floor	0.253301154840031	0.666473528458467	0.712985581326279	18	14
conscience	0.053627024808795	0.388250629187606	0.391936740883545	12	7
upwards	0.184959507108302	0.593351062955712	0.621510662161495	18	13
night	0.361180180744715	0.256070374251948	0.44274502767656	149	57
bed	0.100931176451233	0.158662673462077	0.188045064625381	76	25
roman	0.540969236725915	0.836630935915599	0.996292646773442	15	13
race	6.90697069135415	0.982943122792833	6.9765622848127	17	16
horse	0.185878904179613	0.503767245576447	0.53696592511508	26	17
strike	0.240277591500477	0.53212188864485	0.583855312001382	30	20
steel	0.173848224689832	0.435491327366147	0.46890926781088	32	19
until	0.471663317714518	0.870086846850079	0.989705717038645	10	9
fit	0.324777293994936	0.74242629239847	0.810356150306278	16	13
passed	1.21867904899538	0.804700673553026	1.46038412702856	42	33
amid	5.01921209254988	0.978029098429361	5.11361231883817	16	15
woe	0.102023589312698	0.318492280624478	0.334434067633109	31	16
death	0.427813474376769	0.411165816917673	0.593364725830496	87	45
wound	0.126273088435576	0.528451395056304	0.543328417994138	16	11
naught	0.428197671805254	0.812843242263324	0.918731398523308	14	12
ponderous	0.265867748313304	0.758808249912153	0.804037076090357	12	10
has	1.32770212418502	0.401534239466808	1.38709144472511	281	99
come	0.709022781573732	0.363888800250549	0.796949411028288	176	72
off	1.26873224779683	0.457073402475597	1.34855389653147	214	87
bear	0.398767417213077	0.618007931645642	0.735492526547832	35	25
wicked	0.107996514324655	0.582312699469824	0.592242625171566	11	8
comes	0.380564010953845	0.509619519373914	0.636035392851827	52	33
break.	0.287450428903087	0.639599420743586	0.701224049852898	23	17
overboard	2.20721389664292	0.920685327782416	2.39153813649865	27	24
wind	0.259832779500455	0.351740861447583	0.437303906814037	68	34
plank	0.559621538693665	0.832400060570355	1.00302847786461	16	14
feet	0.975868982616886	0.529768663267114	1.1103941227391	123	68
right	0.600897533094249	0.368858334106008	0.705077524757536	146	65
head	0.655911561339439	0.216535804520857	0.690729853805549	337	92
hideous	0.471663317714518	0.870086846850079	0.989705717038645	10	9
sky	0.247192485279584	0.493679343763921	0.552108159003173	36	23
rush	0.269897948013982	0.68042843174217	0.732002563564682	18	14
even	0.91591003219207	0.410205080720697	1.00357331337534	187	83
open	0.700772503005892	0.580197668392219	0.909786477903969	72	46
mouth	0.248604331040467	0.386650087238847	0.45967641159177	56	30
aye	0.267539579649402	0.196853338158901	0.332157588236791	155	50
gone	0.515867104495155	0.56239028445112	0.76315247594778	57	38
