word	k	p	sqrt_kp	sum	DF	DFtoWF	CPI	CPIcat
the.peace	0.0436065516123084	0.662926692331385	0.664359338572845	10	8	0.8	0.531487470858276	VLowCPI
young.nicholas	0.0144914422565546	0.395246579409492	0.395512149539782	10	6	0.6	0.237307289723869	VLowCPI
nicholas.rostóv	0.215567106433452	0.836516246138604	0.863845245069921	19	17	0.894736842105263	0.772914166641508	LowCPI
to.remain	0.443424405962028	0.847445931187487	0.956446449148621	36	32	0.888888888888889	0.850174621465441	MediumCPI
and.has	0.230245306753721	0.838500503263782	0.869537805535637	20	18	0.9	0.782584024982073	LowCPI
mary.that	0.108322015811565	0.830084697840199	0.837122610313409	10	9	0.9	0.753410349282068	LowCPI
his.departure	0.16910653055409	0.864046920727402	0.88043971962568	12	11	0.916666666666667	0.807069742990207	LowCPI
army.was	0.179177662709654	0.680158687315987	0.703363685972983	38	30	0.789473684210526	0.555287120504987	VLowCPI
relations.with	0.132460604349408	0.696760954131224	0.709240184215802	26	21	0.807692307692308	0.572847841097378	VLowCPI
then.that	0.13640443241962	0.84831305322306	0.859209639990352	11	10	0.909090909090909	0.781099672718502	LowCPI
than.a	0.249271154847902	0.752377123399315	0.792595385082347	37	31	0.837837837837838	0.664066403717642	LowCPI
a.friend	0.282925321786094	0.858678396992955	0.904088119140029	21	19	0.904761904761905	0.817984488745741	MediumCPI
which.all	0.363093280830857	0.910985738484922	0.980679227019434	16	15	0.9375	0.919386775330719	MediumCPI
the.death	0.0892321531858152	0.668011564620574	0.6739449737397	20	16	0.8	0.53915597899176	VLowCPI
death.of	0.0892321531858152	0.668011564620574	0.6739449737397	20	16	0.8	0.53915597899176	VLowCPI
we.all	0.13640443241962	0.84831305322306	0.859209639990352	11	10	0.909090909090909	0.781099672718502	LowCPI
the.change	0.251325273408959	0.890062427713069	0.924865135184893	14	13	0.928571428571429	0.858803339814543	MediumCPI
change.in	2.77992178814252	0.991264822655961	2.95136766547726	11	11	1	2.95136766547726	HighCPI
the.tone	4.77984097964636	0.991239731287282	4.88154033022254	19	19	1	4.88154033022254	HighCPI
as.for	5.05329445083144	0.991262769126104	5.1496006334724	20	20	1	5.1496006334724	HighCPI
the.past	2.33983523365111	0.975952214745454	2.53521431955993	26	25	0.961538461538462	2.43770607649993	HighCPI
two.years	3.20797867584864	0.991087311984122	3.35758562730357	13	13	1	3.35758562730357	HighCPI
countess.bezúkhova	0.0429344227692984	0.479728804751807	0.481646229889875	21	14	0.666666666666667	0.32109748659325	VLowCPI
a.plan	0.16910653055409	0.864046920727402	0.88043971962568	12	11	0.916666666666667	0.807069742990207	LowCPI
plan.of	0.130078555039995	0.692911900115098	0.705015837979834	26	21	0.807692307692308	0.569435869137559	VLowCPI
of.marriage	0.00982895626695269	0.254269373592008	0.254459275185971	13	6	0.461538461538462	0.117442742393525	VLowCPI
you.it	0.433971287233199	0.920079098967473	1.01728886089431	17	16	0.941176470588235	0.95744833966523	MediumCPI
to.someone	3.70770446070973	0.991106477301936	3.83788540961252	15	15	1	3.83788540961252	HighCPI
i.consider	0.0429726610121281	0.659663047028452	0.661061256775289	10	8	0.8	0.528849005420231	VLowCPI
been.able	0.302832550712685	0.901038626306799	0.950567283188305	15	14	0.933333333333333	0.887196130975751	MediumCPI
find.out	0.363093280830857	0.910985738484922	0.980679227019434	16	15	0.9375	0.919386775330719	MediumCPI
an.enormous	3.70770448621818	0.99110647736623	3.83788543427233	15	15	1	3.83788543427233	HighCPI
though.there	3.47501847160172	0.991122558410154	3.61359617331027	14	14	1	3.61359617331027	HighCPI
things.in	2.52664399844383	0.991262741513418	2.71413553780664	10	10	1	2.71413553780664	HighCPI
to.mademoiselle	0.0357175938813013	0.535017424564712	0.536208346727768	14	10	0.714285714285714	0.383005961948406	VLowCPI
news.of	0.152365150914036	0.559961858296246	0.580320964604624	54	38	0.703703703703704	0.40837401212918	VLowCPI
she.wrote	0.0436065516123084	0.662926692331385	0.664359338572845	10	8	0.8	0.531487470858276	VLowCPI
is.bad	0.0429726610121281	0.659663047028452	0.661061256775289	10	8	0.8	0.528849005420231	VLowCPI
deprived.of	3.02725448137197	0.991253163999155	3.18541245839922	12	12	1	3.18541245839922	HighCPI
if.we	0.165325794678679	0.613363051569247	0.635253375761574	47	35	0.74468085106383	0.4730610245033	VLowCPI
we.had	0.122054725512194	0.639731793883547	0.6512711602131	31	24	0.774193548387097	0.504209930487561	VLowCPI
love.of	0.113717079882212	0.555730225288271	0.567245676542263	41	29	0.707317073170732	0.401222551700625	VLowCPI
better.than	0.331284735891229	0.823603486039176	0.88773435128444	32	28	0.875	0.776767557373885	LowCPI
man.can	0.13640443241962	0.84831305322306	0.859209639990352	11	10	0.909090909090909	0.781099672718502	LowCPI
letter.and	0.0497400941798216	0.55481656561813	0.557041738519937	18	13	0.722222222222222	0.402307922264399	VLowCPI
was.much	0.363093280830857	0.910985738484922	0.980679227019434	16	15	0.9375	0.919386775330719	MediumCPI
by.it	2.52664399844383	0.991262741513418	2.71413553780664	10	10	1	2.71413553780664	HighCPI
now.but	0.16910653055409	0.864046920727402	0.88043971962568	12	11	0.916666666666667	0.807069742990207	LowCPI
let.his	2.52664399864129	0.991262741514092	2.7141355379907	10	10	1	2.7141355379907	HighCPI
agree.with	0.119193826323082	0.738857252754321	0.748409786267657	19	16	0.842105263157895	0.630239820014869	LowCPI
have.an	0.0827094350114333	0.74156180367219	0.746160009183997	13	11	0.846153846153846	0.631366161617228	LowCPI
heart.and	5.30593180623017	0.991262709088321	5.39773231003484	21	21	1	5.39773231003484	HighCPI
words.that	3.02725444750498	0.991253163186857	3.18541242596098	12	12	1	3.18541242596098	HighCPI
a.rich	0.136404432419518	0.848313053222966	0.859209639990242	11	10	0.909090909090909	0.781099672718402	LowCPI
man.to	3.79950246909368	0.983338282055315	3.9246876550376	29	28	0.96551724137931	3.78935359796733	HighCPI
asked.what	2.77992178814252	0.991264822655961	2.95136766547726	11	11	1	2.95136766547726	HighCPI
a.thousand	0.247403887942501	0.847998842123549	0.883351979684172	20	18	0.9	0.795016781715755	LowCPI
to.spend	0.207115133587585	0.877827449112025	0.901929991172002	13	12	0.923076923076923	0.832550761081848	MediumCPI
and.can	1.06988215285704	0.95638658865729	1.43503419052145	22	21	0.954545454545455	1.36980536367957	MediumCPI
them.a	0.694576647394414	0.917946042823172	1.15111322494374	28	26	0.928571428571429	1.06889085173348	MediumCPI
contrary.to	0.217996909038798	0.754443817347197	0.785307663202061	32	27	0.84375	0.662603340826739	LowCPI
the.terrible	0.417246680670736	0.886887352631289	0.980134668700217	24	22	0.916666666666667	0.898456779641866	MediumCPI
remain.in	0.117702726467119	0.77968102307373	0.788515332481933	15	13	0.866666666666667	0.683379954817675	LowCPI
left.for	0.251325273408959	0.890062427713069	0.924865135184893	14	13	0.928571428571429	0.858803339814543	MediumCPI
to.conceal	4.04261800473985	0.991262714584473	4.16237457487576	16	16	1	4.16237457487576	HighCPI
us.the	0.302832550712685	0.901038626306799	0.950567283188305	15	14	0.933333333333333	0.887196130975751	MediumCPI
will.he	0.251325273408959	0.890062427713069	0.924865135184893	14	13	0.928571428571429	0.858803339814543	MediumCPI
received.a	2.81283694820207	0.979152686071283	2.97838742943415	27	26	0.962962962962963	2.86807678389955	HighCPI
from.prince	0.322646144175624	0.868665181973871	0.926649735728175	22	20	0.909090909090909	0.842408850661977	MediumCPI
in.regard	0.251325273408959	0.890062427713069	0.924865135184893	14	13	0.928571428571429	0.858803339814543	MediumCPI
regard.to	0.0620379709288522	0.49981569608852	0.503651109294341	28	19	0.678571428571429	0.341763252735446	VLowCPI
which.we	0.0841129755371562	0.632949923520226	0.638514368153117	22	17	0.772727272727273	0.493397466300136	VLowCPI
we.must	0.136201266400719	0.505873186190232	0.523887836731697	60	40	0.666666666666667	0.349258557821131	VLowCPI
and.mother	0.136404432419518	0.848313053222966	0.859209639990242	11	10	0.909090909090909	0.781099672718402	LowCPI
letter.from	0.138280677449512	0.640526637488738	0.655283083169804	35	27	0.771428571428571	0.505504092730992	VLowCPI
my.brother	0.0727019078426637	0.609587258747184	0.613907316645493	21	16	0.761904761904762	0.467738907920376	VLowCPI
for.he	2.33983523365111	0.975952214745454	2.53521431955993	26	25	0.961538461538462	2.43770607649993	HighCPI
again.to	4.04261800473985	0.991262714584473	4.16237457487576	16	16	1	4.16237457487576	HighCPI
into.which	3.02725444750498	0.991253163186857	3.18541242596098	12	12	1	3.18541242596098	HighCPI
why.not	0.618208421828178	0.936196390428168	1.12189363768141	19	18	0.947368421052632	1.06284660411923	MediumCPI
of.affairs	0.197627752924006	0.767501434277673	0.792537179155702	27	23	0.851851851851852	0.675124263725228	LowCPI
characteristic.of	2.52664399844383	0.991262741513418	2.71413553780664	10	10	1	2.71413553780664	HighCPI
heard.and	3.47501847160172	0.991122558410154	3.61359617331027	14	14	1	3.61359617331027	HighCPI
the.village	0.102635903432875	0.310062440583781	0.326608091960768	103	51	0.495145631067961	0.161718569805817	VLowCPI
from.our	0.0540523390203374	0.689068373927805	0.691185126649206	11	9	0.818181818181818	0.565515103622078	VLowCPI
the.state	0.658220264177247	0.897233738487543	1.11278133415954	34	31	0.911764705882353	1.01459474585135	MediumCPI
and.children	0.108322015814094	0.830084697843635	0.837122610317143	10	9	0.9	0.753410349285429	LowCPI
the.laws	0.016226196693404	0.165126676598432	0.165921996081219	37	13	0.351351351351351	0.0582969175420501	VLowCPI
laws.of	0.0162183586087847	0.165060079277128	0.165854951469454	37	13	0.351351351351351	0.0582733613271056	VLowCPI
love.and	0.24767748042865	0.722046682620998	0.763344971946152	43	35	0.813953488372093	0.621327302746868	LowCPI
mary.s	0.0981565237108666	0.459844708689945	0.470204061293756	52	33	0.634615384615385	0.298398731205653	VLowCPI
quite.different	0.417246680670736	0.886887352631289	0.980134668700217	24	22	0.916666666666667	0.898456779641866	MediumCPI
and.self	0.694576647378707	0.917946042821548	1.15111322493297	28	26	0.928571428571429	1.06889085172347	MediumCPI
you.she	0.302832550714775	0.901038626307414	0.950567283189553	15	14	0.933333333333333	0.887196130976916	MediumCPI
michael.ivánovich	0.014240260969383	0.176331596306264	0.176905672290041	30	11	0.366666666666667	0.0648654131730152	VLowCPI
mary.i	0.13640443241962	0.84831305322306	0.859209639990352	11	10	0.909090909090909	0.781099672718502	LowCPI
to.judge	2.52664399844383	0.991262741513418	2.71413553780664	10	10	1	2.71413553780664	HighCPI
five.minutes	4.54794955549194	0.991262723505743	4.65472307944429	18	18	1	4.65472307944429	HighCPI
late.in	2.77992178814252	0.991264822655961	2.95136766547726	11	11	1	2.95136766547726	HighCPI
and.two	3.79950246909368	0.983338282055315	3.9246876550376	29	28	0.96551724137931	3.78935359796733	HighCPI
day.was	0.136404432419518	0.848313053222966	0.859209639990242	11	10	0.909090909090909	0.781099672718402	LowCPI
and.another	0.618208421828178	0.936196390428168	1.12189363768141	19	18	0.947368421052632	1.06284660411923	MediumCPI
got.out	0.251325273408959	0.890062427713069	0.924865135184893	14	13	0.928571428571429	0.858803339814543	MediumCPI
let.her	0.193281120182969	0.79123027219076	0.814495509533508	23	20	0.869565217391304	0.708256964811746	LowCPI
put.his	0.618208421828178	0.936196390428168	1.12189363768141	19	18	0.947368421052632	1.06284660411923	MediumCPI
s.arrival	0.302832550712685	0.901038626306799	0.950567283188305	15	14	0.933333333333333	0.887196130975751	MediumCPI
order.of	1.58424719479089	0.967491581856826	1.85630793112744	24	23	0.958333333333333	1.77896176733046	MediumCPI
this.as	0.16910653055409	0.864046920727402	0.88043971962568	12	11	0.916666666666667	0.807069742990207	LowCPI
since.he	0.433971287233199	0.920079098967473	1.01728886089431	17	16	0.941176470588235	0.95744833966523	MediumCPI
was.at	3.88116725951368	0.967382754976354	3.99991108538009	59	55	0.932203389830508	3.72873067281195	HighCPI
not.he	3.70770448621818	0.99110647736623	3.83788543427233	15	15	1	3.83788543427233	HighCPI
this.time	0.425975577062915	0.85721423801827	0.957220686213647	32	29	0.90625	0.867481246881118	MediumCPI
why.this	0.363093280830857	0.910985738484922	0.980679227019434	16	15	0.9375	0.919386775330719	MediumCPI
smiled.at	3.47501847160172	0.991122558410154	3.61359617331027	14	14	1	3.61359617331027	HighCPI
before.they	4.04261800473985	0.991262714584473	4.16237457487576	16	16	1	4.16237457487576	HighCPI
they.reached	4.54794955549194	0.991262723505743	4.65472307944429	18	18	1	4.65472307944429	HighCPI
no.no	0.251325273408959	0.890062427713069	0.924865135184893	14	13	0.928571428571429	0.858803339814543	MediumCPI
law.s	0.0143935295533407	0.393626639351411	0.393889711594614	10	6	0.6	0.236333826956769	VLowCPI
broke.off	0.13640443241962	0.84831305322306	0.859209639990352	11	10	0.909090909090909	0.781099672718502	LowCPI
off.in	0.251325273408959	0.890062427713069	0.924865135184893	14	13	0.928571428571429	0.858803339814543	MediumCPI
when.prince	0.135511182559052	0.753437801262428	0.765527139277057	20	17	0.85	0.650698068385498	LowCPI
andrew.went	0.0745045125904106	0.61538859923092	0.61988228758348	21	16	0.761904761904762	0.47229126673027	VLowCPI
in.each	2.77992178814252	0.991264822655961	2.95136766547726	11	11	1	2.95136766547726	HighCPI
other.s	0.13640443241962	0.84831305322306	0.859209639990352	11	10	0.909090909090909	0.781099672718502	LowCPI
or.to	0.474529992511848	0.813695364423113	0.941954807767844	49	42	0.857142857142857	0.807389835229581	MediumCPI
go.of	2.77992178814252	0.991264822655961	2.95136766547726	11	11	1	2.95136766547726	HighCPI
last.night	0.0665706265695717	0.714443795052694	0.717538559668511	12	10	0.833333333333333	0.597948799723759	LowCPI
have.got	2.52664399844383	0.991262741513418	2.71413553780664	10	10	1	2.71413553780664	HighCPI
